customer_id,num_products,service_bundle,has_credit_card
15620751,2,Dual service,1
15620756,1,Core service,1
15620758,2,Dual service,1
15620832,2,Dual service,0
15620836,2,Dual service,1
15620936,2,Dual service,1
15620981,1,Core service,0
15620988,2,Dual service,1
15621004,1,Starter service,1
15621021,2,Dual service,1
15621031,2,Dual service,1
15621063,1,Core service,1
15621064,2,Dual service,1
15621075,2,Dual service,1
15621083,2,Dual service,1
15621093,2,Dual service,0
15621116,1,Core service,1
15621140,2,Dual service,1
15621195,2,Dual service,1
15621205,1,Core service,1
15621210,1,Core service,1
15621227,1,Core service,1
15621244,1,Core service,1
15621267,1,Starter service,0
15621353,2,Dual service,1
15621409,1,Core service,1
15621423,3,Premium bundle,0
15621432,2,Dual service,0
15621435,1,Core service,0
15621440,2,Dual service,0
15621457,2,Dual service,0
15621466,1,Core service,0
15621520,1,Core service,1
15621546,1,Core service,1
15621550,3,Premium bundle,0
15621611,1,Core service,0
15621629,2,Dual service,1
15621644,1,Core service,0
15621653,1,Core service,1
15621685,2,Dual service,1
15621687,2,Dual service,1
15621768,1,Core service,0
15621815,1,Core service,1
15621818,1,Core service,1
15621834,2,Dual service,1
15621870,1,Starter service,1
15621893,1,Core service,1
15621974,2,Dual service,1
15622003,2,Dual service,1
15622017,1,Starter service,1
15622033,4,Premium bundle,1
15622083,2,Dual service,1
15622117,2,Dual service,1
15622171,2,Dual service,1
15622182,2,Dual service,1
15622192,2,Dual service,0
15622217,2,Dual service,0
15622230,2,Dual service,0
15622289,2,Dual service,0
15622305,2,Dual service,1
15622321,1,Starter service,1
15622370,1,Core service,0
15622442,2,Dual service,1
15622443,2,Dual service,0
15622454,1,Core service,1
15622461,2,Dual service,0
15622470,1,Core service,1
15622478,3,Premium bundle,1
15622494,2,Dual service,0
15622507,2,Dual service,0
15622518,1,Core service,1
15622527,1,Starter service,1
15622532,2,Dual service,0
15622578,1,Core service,0
15622585,1,Core service,1
15622631,1,Core service,1
15622658,1,Core service,1
15622729,2,Dual service,1
15622750,1,Core service,1
15622774,1,Starter service,1
15622801,1,Core service,1
15622833,2,Dual service,0
15622834,1,Starter service,1
15622897,3,Premium bundle,1
15622911,1,Core service,0
15622985,1,Starter service,0
15622993,2,Dual service,1
15623053,1,Core service,1
15623062,1,Core service,1
15623063,1,Core service,1
15623072,2,Dual service,1
15623082,2,Dual service,1
15623102,2,Dual service,0
15623107,3,Premium bundle,1
15623143,2,Dual service,1
15623196,1,Core service,1
15623202,2,Dual service,1
15623210,3,Premium bundle,0
15623219,1,Starter service,1
15623220,2,Dual service,1
15623277,2,Dual service,1
15623314,1,Core service,1
15623346,2,Dual service,1
15623357,1,Core service,0
15623369,1,Core service,1
15623430,2,Dual service,1
15623450,1,Core service,1
15623471,1,Core service,1
15623478,2,Dual service,0
15623489,1,Core service,1
15623499,1,Core service,0
15623502,1,Core service,1
15623521,2,Dual service,1
15623525,1,Core service,1
15623536,1,Core service,1
15623560,1,Core service,1
15623566,1,Core service,1
15623595,2,Dual service,1
15623630,1,Core service,0
15623644,2,Dual service,1
15623647,1,Core service,1
15623649,2,Dual service,1
15623668,2,Dual service,0
15623695,2,Dual service,1
15623712,3,Premium bundle,1
15623730,1,Starter service,0
15623744,1,Core service,1
15623791,1,Core service,1
15623828,1,Starter service,0
15623858,1,Starter service,0
15623927,2,Dual service,1
15623944,1,Starter service,1
15623966,2,Dual service,0
15623972,1,Core service,0
15623989,1,Starter service,1
15624013,1,Core service,1
15624068,2,Dual service,0
15624072,2,Dual service,1
15624170,2,Dual service,0
15624180,4,Premium bundle,1
15624186,1,Core service,0
15624188,2,Dual service,1
15624229,2,Dual service,1
15624293,1,Core service,1
15624323,2,Dual service,1
15624343,1,Core service,0
15624347,2,Dual service,1
15624374,2,Dual service,0
15624388,1,Core service,1
15624391,1,Core service,1
15624397,1,Core service,0
15624423,1,Core service,1
15624424,2,Dual service,1
15624428,1,Core service,1
15624437,2,Dual service,1
15624451,2,Dual service,1
15624471,2,Dual service,1
15624510,1,Core service,1
15624519,1,Core service,1
15624528,2,Dual service,1
15624592,2,Dual service,1
15624595,1,Core service,1
15624596,1,Core service,0
15624611,2,Dual service,1
15624623,2,Dual service,0
15624633,1,Core service,1
15624641,1,Starter service,1
15624667,1,Core service,1
15624677,2,Dual service,0
15624695,1,Core service,0
15624703,2,Dual service,1
15624715,1,Starter service,1
15624729,1,Core service,0
15624744,1,Core service,0
15624755,1,Core service,1
15624775,1,Core service,0
15624781,2,Dual service,1
15624793,1,Core service,1
15624820,3,Premium bundle,0
15624850,2,Dual service,1
15624866,2,Dual service,0
15624892,2,Dual service,1
15624936,1,Core service,1
15624975,1,Core service,0
15624993,1,Core service,1
15624995,1,Core service,1
15625021,2,Dual service,1
15625023,1,Starter service,0
15625035,2,Dual service,1
15625047,1,Starter service,1
15625080,1,Starter service,1
15625092,1,Core service,1
15625126,2,Dual service,1
15625141,2,Dual service,0
15625151,1,Core service,0
15625175,1,Core service,0
15625247,1,Starter service,0
15625311,1,Core service,1
15625395,1,Core service,1
15625426,1,Core service,1
15625445,2,Dual service,0
15625461,2,Dual service,1
15625494,2,Dual service,1
15625501,1,Core service,1
15625522,2,Dual service,0
15625524,2,Dual service,1
15625545,1,Starter service,1
15625584,2,Dual service,0
15625586,1,Starter service,1
15625592,2,Dual service,1
15625623,2,Dual service,0
15625632,2,Dual service,0
15625641,2,Dual service,1
15625675,1,Core service,1
15625698,2,Dual service,0
15625706,2,Dual service,0
15625713,1,Core service,0
15625716,1,Core service,0
15625740,2,Dual service,1
15625759,2,Dual service,1
15625761,4,Premium bundle,1
15625819,1,Starter service,1
15625824,4,Premium bundle,1
15625881,2,Dual service,1
15625904,2,Dual service,0
15625905,2,Dual service,1
15625916,1,Core service,1
15625929,1,Core service,0
15625941,1,Core service,1
15625942,2,Dual service,0
15625944,1,Core service,1
15625964,1,Core service,0
15626008,1,Core service,1
15626012,1,Core service,0
15626040,2,Dual service,0
15626042,2,Dual service,1
15626044,2,Dual service,1
15626114,1,Core service,1
15626135,1,Core service,1
15626141,2,Dual service,1
15626143,2,Dual service,1
15626144,2,Dual service,1
15626147,1,Core service,0
15626156,2,Dual service,1
15626212,1,Starter service,1
15626233,2,Dual service,1
15626243,1,Core service,1
15626322,2,Dual service,1
15626383,1,Core service,0
15626385,2,Dual service,1
15626412,2,Dual service,1
15626414,1,Core service,1
15626452,2,Dual service,1
15626457,1,Core service,1
15626474,2,Dual service,1
15626475,2,Dual service,1
15626485,1,Core service,1
15626491,1,Core service,0
15626507,1,Core service,1
15626578,2,Dual service,1
15626608,1,Core service,0
15626612,1,Core service,1
15626628,2,Dual service,1
15626679,2,Dual service,0
15626684,1,Core service,0
15626710,1,Starter service,1
15626742,1,Core service,1
15626787,1,Core service,0
15626795,1,Starter service,1
15626806,2,Dual service,1
15626882,1,Core service,1
15626898,1,Core service,0
15626900,1,Core service,1
15626948,1,Core service,1
15626983,2,Dual service,1
15626985,1,Core service,1
15627000,2,Dual service,1
15627002,1,Core service,1
15627027,2,Dual service,1
15627042,2,Dual service,1
15627162,1,Core service,1
15627185,2,Dual service,1
15627190,1,Core service,1
15627195,2,Dual service,1
15627203,1,Starter service,1
15627212,1,Core service,1
15627220,1,Core service,0
15627232,1,Core service,1
15627251,1,Core service,1
15627262,2,Dual service,1
15627298,2,Dual service,1
15627305,1,Starter service,1
15627328,2,Dual service,1
15627352,1,Core service,1
15627360,1,Core service,1
15627365,2,Dual service,1
15627377,2,Dual service,1
15627385,1,Core service,1
15627395,1,Core service,1
15627412,2,Dual service,1
15627439,2,Dual service,0
15627484,1,Core service,1
15627514,2,Dual service,0
15627517,1,Core service,0
15627630,2,Dual service,1
15627637,2,Dual service,1
15627665,1,Starter service,1
15627697,2,Dual service,0
15627699,1,Core service,1
15627741,2,Dual service,1
15627801,1,Core service,1
15627830,1,Core service,0
15627840,1,Starter service,0
15627847,1,Starter service,1
15627848,2,Dual service,1
15627854,2,Dual service,1
15627859,1,Core service,1
15627876,1,Core service,1
15627881,2,Dual service,1
15627971,1,Core service,0
15627995,1,Core service,0
15627999,2,Dual service,1
15628007,2,Dual service,0
15628008,1,Core service,0
15628034,1,Core service,1
15628059,2,Dual service,1
15628112,1,Core service,0
15628123,1,Core service,0
15628144,1,Core service,0
15628145,1,Core service,1
15628155,1,Core service,1
15628170,1,Core service,1
15628203,1,Core service,0
15628205,1,Core service,0
15628219,1,Core service,1
15628272,1,Core service,1
15628274,2,Dual service,1
15628279,2,Dual service,1
15628292,2,Dual service,1
15628298,1,Core service,1
15628303,1,Starter service,1
15628308,2,Dual service,1
15628319,1,Core service,1
15628420,1,Core service,0
15628523,2,Dual service,1
15628530,2,Dual service,0
15628558,1,Core service,1
15628583,2,Dual service,0
15628600,3,Premium bundle,1
15628674,1,Core service,1
15628697,1,Core service,0
15628715,2,Dual service,1
15628767,2,Dual service,1
15628813,1,Core service,1
15628824,1,Core service,0
15628863,1,Core service,1
15628886,1,Core service,1
15628893,1,Starter service,1
15628904,1,Core service,1
15628936,1,Core service,0
15628947,2,Dual service,0
15628950,1,Core service,1
15628963,2,Dual service,1
15628972,3,Premium bundle,1
15628992,2,Dual service,0
15628999,1,Core service,1
15629002,2,Dual service,1
15629010,1,Core service,1
15629078,1,Core service,1
15629094,1,Core service,1
15629117,2,Dual service,1
15629128,2,Dual service,1
15629133,2,Dual service,1
15629150,2,Dual service,1
15629187,1,Core service,1
15629244,2,Dual service,0
15629273,1,Core service,1
15629299,1,Core service,1
15629323,2,Dual service,1
15629338,1,Core service,1
15629390,1,Core service,1
15629448,1,Core service,1
15629475,2,Dual service,1
15629511,1,Core service,1
15629519,2,Dual service,1
15629545,1,Core service,0
15629551,2,Dual service,0
15629575,1,Core service,1
15629603,2,Dual service,1
15629617,1,Core service,0
15629677,3,Premium bundle,0
15629739,1,Core service,1
15629744,2,Dual service,0
15629750,1,Core service,1
15629787,2,Dual service,0
15629793,2,Dual service,1
15629846,2,Dual service,1
15629885,1,Core service,1
15629985,2,Dual service,0
15630053,1,Core service,1
15630106,2,Dual service,1
15630113,1,Core service,1
15630167,1,Core service,1
15630195,1,Core service,1
15630241,1,Core service,1
15630244,2,Dual service,1
15630321,2,Dual service,1
15630328,2,Dual service,1
15630349,2,Dual service,1
15630363,1,Core service,0
15630402,1,Starter service,0
15630413,2,Dual service,1
15630419,1,Core service,1
15630466,1,Starter service,0
15630511,2,Dual service,1
15630551,1,Core service,1
15630580,2,Dual service,1
15630592,1,Starter service,1
15630617,1,Core service,1
15630641,1,Core service,1
15630661,1,Core service,1
15630698,1,Core service,0
15630704,2,Dual service,1
15630709,2,Dual service,0
15630725,1,Core service,1
15630857,2,Dual service,1
15630910,1,Core service,0
15630913,1,Core service,0
15630920,2,Dual service,0
15631054,2,Dual service,1
15631063,2,Dual service,1
15631070,1,Core service,1
15631072,2,Dual service,0
15631159,2,Dual service,1
15631162,2,Dual service,0
15631170,2,Dual service,1
15631189,1,Core service,1
15631201,2,Dual service,1
15631217,1,Core service,0
15631222,1,Core service,1
15631240,2,Dual service,1
15631267,2,Dual service,1
15631305,2,Dual service,1
15631310,1,Starter service,1
15631333,1,Core service,1
15631339,1,Starter service,1
15631359,1,Core service,0
15631392,2,Dual service,0
15631406,1,Core service,1
15631436,1,Starter service,1
15631451,2,Dual service,1
15631457,1,Core service,0
15631460,2,Dual service,1
15631481,2,Dual service,1
15631512,1,Core service,1
15631603,1,Core service,1
15631639,1,Core service,0
15631681,2,Dual service,0
15631685,1,Core service,0
15631693,2,Dual service,1
15631709,2,Dual service,1
15631721,2,Dual service,0
15631739,1,Core service,1
15631756,2,Dual service,0
15631800,1,Core service,0
15631813,2,Dual service,1
15631838,2,Dual service,0
15631848,1,Core service,1
15631868,1,Core service,1
15631871,1,Core service,1
15631882,1,Core service,0
15631912,1,Core service,1
15631927,2,Dual service,0
15632010,2,Dual service,1
15632050,1,Core service,1
15632051,1,Core service,1
15632069,2,Dual service,1
15632079,1,Core service,1
15632118,1,Core service,1
15632125,1,Core service,1
15632143,1,Core service,0
15632185,2,Dual service,1
15632210,1,Core service,1
15632256,1,Core service,0
15632263,1,Core service,1
15632264,2,Dual service,1
15632272,2,Dual service,1
15632275,1,Starter service,1
15632280,1,Starter service,1
15632324,2,Dual service,1
15632344,2,Dual service,1
15632345,2,Dual service,1
15632365,2,Dual service,0
15632439,2,Dual service,0
15632446,2,Dual service,0
15632472,1,Core service,0
15632503,1,Core service,1
15632521,2,Dual service,1
15632538,1,Core service,1
15632551,2,Dual service,1
15632575,1,Starter service,1
15632576,1,Core service,1
15632609,1,Core service,1
15632665,1,Starter service,0
15632669,2,Dual service,1
15632736,2,Dual service,1
15632789,2,Dual service,1
15632793,1,Core service,1
15632816,1,Core service,1
15632826,1,Core service,1
15632848,1,Core service,1
15632850,2,Dual service,1
15632859,2,Dual service,0
15632882,2,Dual service,1
15632899,2,Dual service,0
15632967,2,Dual service,1
15632977,2,Dual service,0
15633043,1,Starter service,0
15633059,2,Dual service,0
15633064,2,Dual service,1
15633108,1,Core service,1
15633112,2,Dual service,1
15633141,1,Core service,1
15633181,2,Dual service,0
15633194,4,Premium bundle,1
15633213,1,Starter service,0
15633227,1,Core service,0
15633233,1,Core service,1
15633260,1,Core service,0
15633274,1,Core service,1
15633283,2,Dual service,1
15633352,1,Core service,1
15633378,2,Dual service,1
15633419,2,Dual service,1
15633461,1,Core service,1
15633474,1,Core service,1
15633516,1,Starter service,0
15633525,2,Dual service,0
15633531,1,Core service,1
15633537,2,Dual service,1
15633546,1,Core service,1
15633574,1,Core service,1
15633586,1,Core service,0
15633608,2,Dual service,1
15633612,1,Core service,1
15633640,1,Core service,1
15633648,2,Dual service,1
15633650,2,Dual service,1
15633666,1,Core service,1
15633729,1,Core service,1
15633818,2,Dual service,1
15633834,2,Dual service,0
15633840,2,Dual service,1
15633854,2,Dual service,1
15633866,1,Core service,1
15633870,2,Dual service,1
15633877,1,Core service,1
15633897,2,Dual service,1
15633922,2,Dual service,0
15633930,2,Dual service,1
15633944,1,Core service,1
15633950,1,Core service,1
15634141,2,Dual service,1
15634143,1,Core service,0
15634146,1,Core service,1
15634180,2,Dual service,1
15634218,2,Dual service,1
15634245,1,Core service,1
15634262,2,Dual service,1
15634267,2,Dual service,1
15634281,1,Core service,0
15634295,1,Core service,0
15634310,2,Dual service,1
15634359,1,Core service,1
15634373,2,Dual service,0
15634375,2,Dual service,0
15634491,2,Dual service,1
15634501,1,Core service,0
15634551,4,Premium bundle,1
15634564,1,Core service,1
15634591,1,Core service,1
15634602,1,Starter service,1
15634606,2,Dual service,1
15634628,2,Dual service,0
15634632,2,Dual service,1
15634719,2,Dual service,1
15634772,1,Core service,0
15634792,2,Dual service,0
15634815,2,Dual service,1
15634844,1,Core service,1
15634891,1,Core service,1
15634896,2,Dual service,0
15634936,1,Core service,1
15634949,2,Dual service,1
15634950,1,Core service,1
15634968,1,Core service,1
15634974,4,Premium bundle,0
15635034,1,Core service,1
15635078,1,Core service,0
15635097,2,Dual service,0
15635116,1,Starter service,1
15635125,2,Dual service,1
15635141,2,Dual service,0
15635143,2,Dual service,0
15635177,1,Starter service,1
15635197,1,Core service,1
15635240,2,Dual service,0
15635244,2,Dual service,1
15635256,1,Core service,1
15635277,1,Core service,1
15635285,2,Dual service,1
15635364,3,Premium bundle,1
15635367,1,Core service,1
15635388,1,Core service,1
15635396,1,Core service,1
15635435,1,Core service,0
15635459,2,Dual service,1
15635500,1,Core service,0
15635502,1,Starter service,1
15635531,2,Dual service,1
15635597,2,Dual service,1
15635598,2,Dual service,0
15635660,1,Core service,1
15635703,1,Core service,1
15635728,2,Dual service,0
15635752,2,Dual service,1
15635775,1,Core service,1
15635776,2,Dual service,1
15635870,1,Core service,0
15635893,2,Dual service,1
15635905,2,Dual service,1
15635939,2,Dual service,1
15635942,2,Dual service,1
15635964,1,Core service,1
15635972,2,Dual service,1
15636016,1,Core service,1
15636023,1,Starter service,1
15636024,1,Core service,1
15636061,2,Dual service,1
15636069,1,Core service,1
15636089,1,Core service,0
15636105,2,Dual service,1
15636238,2,Dual service,1
15636330,2,Dual service,1
15636353,2,Dual service,0
15636388,1,Core service,1
15636395,2,Dual service,1
15636396,2,Dual service,0
15636407,1,Core service,1
15636423,1,Starter service,1
15636428,1,Starter service,1
15636444,2,Dual service,1
15636454,1,Core service,1
15636478,1,Core service,1
15636520,1,Core service,0
15636521,1,Core service,1
15636541,1,Core service,0
15636548,2,Dual service,0
15636551,2,Dual service,1
15636562,2,Dual service,0
15636572,2,Dual service,1
15636589,2,Dual service,1
15636590,2,Dual service,1
15636592,2,Dual service,0
15636595,2,Dual service,0
15636624,1,Core service,1
15636626,1,Core service,1
15636634,1,Core service,1
15636658,2,Dual service,1
15636673,1,Core service,1
15636684,2,Dual service,1
15636700,1,Core service,0
15636731,2,Dual service,1
15636736,2,Dual service,0
15636756,2,Dual service,1
15636767,1,Starter service,1
15636812,1,Core service,0
15636820,1,Core service,1
15636860,1,Core service,1
15636872,2,Dual service,0
15636912,1,Core service,1
15636935,2,Dual service,1
15636977,3,Premium bundle,1
15636982,1,Core service,1
15636999,1,Starter service,0
15637110,1,Starter service,1
15637118,1,Core service,1
15637131,2,Dual service,1
15637138,2,Dual service,1
15637169,1,Core service,1
15637178,2,Dual service,1
15637235,2,Dual service,0
15637240,2,Dual service,1
15637315,2,Dual service,1
15637324,2,Dual service,0
15637354,2,Dual service,1
15637366,2,Dual service,1
15637411,2,Dual service,0
15637414,1,Core service,0
15637427,2,Dual service,1
15637428,2,Dual service,1
15637461,2,Dual service,1
15637476,1,Core service,0
15637522,1,Core service,0
15637593,2,Dual service,1
15637599,1,Core service,1
15637644,2,Dual service,0
15637646,1,Core service,0
15637650,2,Dual service,0
15637678,1,Starter service,1
15637690,1,Core service,1
15637717,2,Dual service,1
15637753,1,Core service,1
15637774,1,Core service,0
15637788,1,Core service,1
15637829,2,Dual service,0
15637857,1,Starter service,0
15637876,1,Core service,0
15637891,1,Core service,0
15637947,1,Core service,0
15637954,1,Core service,1
15637977,1,Core service,0
15637979,2,Dual service,1
15637993,1,Core service,1
15638003,1,Core service,0
15638028,2,Dual service,0
15638047,2,Dual service,1
15638068,2,Dual service,1
15638149,1,Core service,1
15638159,1,Core service,0
15638231,2,Dual service,1
15638247,2,Dual service,1
15638257,2,Dual service,1
15638269,2,Dual service,0
15638272,1,Core service,1
15638329,1,Core service,1
15638355,1,Core service,0
15638424,2,Dual service,0
15638463,1,Core service,1
15638487,1,Core service,0
15638494,1,Core service,1
15638513,2,Dual service,0
15638607,1,Starter service,1
15638610,1,Core service,1
15638621,1,Core service,1
15638646,1,Core service,1
15638730,2,Dual service,0
15638751,2,Dual service,1
15638774,2,Dual service,1
15638788,1,Core service,1
15638803,2,Dual service,1
15638806,2,Dual service,0
15638871,2,Dual service,1
15638882,1,Core service,1
15638963,1,Core service,1
15638983,1,Core service,0
15638988,2,Dual service,1
15638989,1,Core service,0
15639004,2,Dual service,1
15639049,1,Core service,0
15639077,3,Premium bundle,1
15639117,1,Starter service,1
15639133,2,Dual service,1
15639217,2,Dual service,0
15639252,2,Dual service,1
15639265,1,Core service,1
15639277,1,Starter service,0
15639278,2,Dual service,1
15639303,1,Core service,0
15639314,2,Dual service,0
15639322,2,Dual service,1
15639357,3,Premium bundle,0
15639368,1,Core service,0
15639415,1,Core service,1
15639530,1,Starter service,1
15639549,1,Core service,0
15639552,1,Core service,0
15639576,1,Core service,1
15639590,1,Core service,1
15639662,2,Dual service,1
15639665,2,Dual service,1
15639669,1,Core service,1
15639788,2,Dual service,1
15639882,2,Dual service,1
15639946,3,Premium bundle,1
15640034,1,Core service,1
15640059,2,Dual service,1
15640074,1,Starter service,0
15640078,1,Core service,1
15640106,1,Core service,0
15640133,2,Dual service,1
15640161,2,Dual service,0
15640258,2,Dual service,1
15640260,2,Dual service,1
15640266,1,Core service,1
15640268,1,Starter service,1
15640280,2,Dual service,0
15640377,2,Dual service,1
15640407,2,Dual service,1
15640409,1,Core service,0
15640418,1,Core service,1
15640421,1,Starter service,1
15640442,1,Core service,0
15640454,1,Core service,0
15640464,1,Core service,1
15640491,2,Dual service,1
15640507,3,Premium bundle,1
15640521,1,Core service,1
15640580,1,Starter service,1
15640627,2,Dual service,1
15640635,2,Dual service,1
15640648,2,Dual service,0
15640667,2,Dual service,1
15640686,1,Core service,1
15640769,1,Core service,1
15640789,1,Core service,1
15640825,1,Core service,1
15640846,4,Premium bundle,1
15640852,3,Premium bundle,1
15640855,2,Dual service,1
15640865,2,Dual service,1
15640866,1,Starter service,0
15640905,2,Dual service,0
15640917,2,Dual service,1
15640922,1,Starter service,1
15640953,2,Dual service,1
15641004,1,Core service,0
15641007,1,Core service,1
15641009,1,Core service,0
15641043,2,Dual service,1
15641091,1,Core service,0
15641110,1,Starter service,1
15641114,1,Core service,1
15641122,2,Dual service,1
15641136,2,Dual service,0
15641158,1,Core service,1
15641170,1,Starter service,0
15641175,3,Premium bundle,0
15641183,1,Core service,1
15641250,1,Core service,1
15641285,1,Core service,0
15641298,2,Dual service,1
15641312,1,Starter service,1
15641319,1,Starter service,0
15641359,2,Dual service,0
15641366,1,Core service,0
15641389,2,Dual service,1
15641411,1,Core service,1
15641413,2,Dual service,1
15641416,2,Dual service,1
15641474,1,Core service,1
15641480,1,Core service,1
15641490,2,Dual service,1
15641575,1,Core service,1
15641582,2,Dual service,1
15641585,1,Core service,0
15641595,2,Dual service,1
15641604,1,Core service,1
15641629,2,Dual service,0
15641640,1,Core service,1
15641655,2,Dual service,0
15641662,2,Dual service,0
15641675,3,Premium bundle,0
15641688,1,Starter service,0
15641690,2,Dual service,0
15641715,2,Dual service,1
15641732,2,Dual service,0
15641733,1,Core service,1
15641773,2,Dual service,1
15641782,1,Starter service,0
15641794,2,Dual service,0
15641822,2,Dual service,0
15641835,1,Core service,0
15641850,1,Core service,1
15641860,2,Dual service,1
15641877,1,Core service,1
15641934,1,Core service,1
15641994,1,Core service,1
15642001,1,Core service,1
15642002,2,Dual service,0
15642004,2,Dual service,0
15642022,1,Starter service,0
15642041,2,Dual service,1
15642063,1,Core service,0
15642093,2,Dual service,1
15642098,2,Dual service,1
15642099,2,Dual service,1
15642137,2,Dual service,0
15642160,2,Dual service,1
15642162,1,Core service,1
15642202,2,Dual service,0
15642248,1,Core service,1
15642291,2,Dual service,1
15642336,2,Dual service,0
15642345,1,Core service,1
15642391,1,Core service,0
15642394,2,Dual service,1
15642448,1,Core service,1
15642468,2,Dual service,0
15642515,2,Dual service,0
15642530,1,Core service,1
15642544,2,Dual service,0
15642570,2,Dual service,1
15642579,1,Core service,1
15642619,2,Dual service,1
15642636,1,Core service,1
15642655,1,Starter service,1
15642709,2,Dual service,0
15642710,2,Dual service,1
15642725,1,Core service,0
15642726,1,Core service,0
15642785,2,Dual service,0
15642787,1,Core service,0
15642816,2,Dual service,1
15642821,1,Core service,0
15642824,2,Dual service,0
15642833,2,Dual service,1
15642870,1,Starter service,0
15642885,2,Dual service,1
15642912,1,Core service,0
15642934,2,Dual service,1
15642937,2,Dual service,1
15642991,2,Dual service,1
15642996,2,Dual service,1
15642997,1,Core service,1
15643024,1,Core service,1
15643042,2,Dual service,0
15643048,2,Dual service,0
15643056,1,Core service,0
15643121,2,Dual service,0
15643158,1,Starter service,1
15643188,2,Dual service,1
15643215,2,Dual service,0
15643229,2,Dual service,1
15643294,1,Core service,1
15643330,2,Dual service,0
15643359,1,Starter service,0
15643361,2,Dual service,1
15643378,1,Core service,1
15643392,1,Core service,1
15643426,1,Core service,0
15643438,2,Dual service,1
15643439,2,Dual service,0
15643487,1,Core service,0
15643496,2,Dual service,1
15643523,2,Dual service,1
15643574,2,Dual service,1
15643575,1,Core service,0
15643630,2,Dual service,1
15643635,1,Core service,0
15643658,2,Dual service,1
15643671,2,Dual service,1
15643679,2,Dual service,1
15643696,2,Dual service,1
15643752,1,Core service,1
15643770,1,Core service,1
15643794,1,Starter service,1
15643819,2,Dual service,0
15643824,2,Dual service,0
15643826,2,Dual service,1
15643828,2,Dual service,1
15643865,1,Core service,0
15643903,1,Core service,1
15643908,1,Starter service,1
15643916,1,Core service,1
15643966,2,Dual service,0
15643967,1,Core service,0
15644005,2,Dual service,0
15644103,1,Core service,0
15644119,1,Starter service,1
15644132,1,Core service,1
15644174,1,Core service,1
15644179,2,Dual service,1
15644200,1,Starter service,1
15644212,2,Dual service,1
15644280,1,Core service,0
15644295,1,Core service,1
15644296,1,Core service,1
15644297,1,Core service,1
15644356,1,Core service,1
15644361,1,Core service,0
15644400,1,Core service,1
15644446,1,Starter service,0
15644453,1,Core service,1
15644501,1,Core service,1
15644551,2,Dual service,1
15644572,1,Core service,1
15644621,2,Dual service,1
15644686,2,Dual service,1
15644692,1,Starter service,1
15644699,2,Dual service,1
15644724,2,Dual service,0
15644753,1,Core service,1
15644765,1,Core service,0
15644788,2,Dual service,1
15644796,2,Dual service,0
15644833,1,Starter service,1
15644849,1,Starter service,1
15644856,1,Core service,1
15644878,1,Core service,0
15644882,1,Core service,1
15644896,1,Core service,1
15644934,1,Core service,1
15644962,1,Core service,1
15644977,2,Dual service,1
15644994,2,Dual service,0
15645029,2,Dual service,1
15645045,2,Dual service,1
15645059,2,Dual service,0
15645095,1,Starter service,1
15645103,1,Core service,1
15645136,1,Core service,1
15645184,2,Dual service,1
15645200,1,Core service,1
15645248,2,Dual service,1
15645269,2,Dual service,1
15645271,2,Dual service,0
15645316,1,Core service,1
15645323,1,Starter service,1
15645353,1,Starter service,1
15645355,1,Core service,1
15645371,1,Core service,1
15645404,2,Dual service,1
15645463,2,Dual service,1
15645496,1,Core service,1
15645511,1,Core service,1
15645517,2,Dual service,1
15645543,2,Dual service,1
15645544,1,Core service,1
15645569,2,Dual service,1
15645571,2,Dual service,0
15645572,1,Starter service,1
15645593,1,Core service,1
15645600,1,Core service,1
15645621,2,Dual service,0
15645637,1,Core service,1
15645717,2,Dual service,1
15645744,2,Dual service,0
15645766,2,Dual service,1
15645772,2,Dual service,1
15645778,1,Core service,1
15645815,2,Dual service,1
15645820,2,Dual service,1
15645835,2,Dual service,1
15645839,1,Starter service,1
15645847,3,Premium bundle,1
15645896,2,Dual service,0
15645904,2,Dual service,0
15645937,1,Starter service,1
15645942,2,Dual service,1
15645956,1,Core service,1
15646037,3,Premium bundle,1
15646082,1,Core service,1
15646091,2,Dual service,1
15646161,2,Dual service,1
15646168,2,Dual service,1
15646190,1,Core service,0
15646196,2,Dual service,0
15646227,1,Core service,1
15646262,1,Starter service,1
15646276,1,Core service,1
15646302,1,Core service,1
15646310,1,Core service,1
15646351,2,Dual service,1
15646366,1,Core service,0
15646372,1,Core service,1
15646374,2,Dual service,1
15646490,1,Core service,0
15646513,1,Starter service,1
15646521,1,Starter service,1
15646535,1,Core service,1
15646539,1,Core service,1
15646558,1,Core service,1
15646563,1,Starter service,0
15646566,1,Core service,0
15646594,1,Core service,1
15646609,1,Core service,0
15646615,2,Dual service,0
15646632,2,Dual service,1
15646720,3,Premium bundle,1
15646726,1,Starter service,0
15646756,1,Core service,1
15646764,2,Dual service,1
15646784,2,Dual service,1
15646810,2,Dual service,1
15646817,2,Dual service,1
15646859,1,Core service,1
15646936,2,Dual service,1
15646942,2,Dual service,0
15646969,2,Dual service,1
15647008,1,Core service,1
15647091,1,Core service,0
15647099,1,Core service,1
15647111,1,Core service,1
15647191,2,Dual service,1
15647203,1,Starter service,1
15647207,2,Dual service,1
15647259,2,Dual service,0
15647266,1,Core service,1
15647292,1,Core service,0
15647295,2,Dual service,1
15647301,2,Dual service,1
15647306,1,Core service,1
15647311,1,Core service,0
15647333,1,Core service,1
15647385,1,Core service,0
