customer_id,status,exited,churn_reason
15629545,Retained,0,
15629551,Retained,0,
15629575,Churned,1,Observed churn in source dataset
15629603,Retained,0,
15629617,Retained,0,
15629677,Churned,1,Observed churn in source dataset
15629739,Retained,0,
15629744,Retained,0,
15629750,Retained,0,
15629787,Retained,0,
15629793,Retained,0,
15629846,Retained,0,
15629885,Retained,0,
15629985,Churned,1,Observed churn in source dataset
15630053,Retained,0,
15630106,Retained,0,
15630113,Retained,0,
15630167,Retained,0,
15630195,Retained,0,
15630241,Retained,0,
15630244,Retained,0,
15630321,Retained,0,
15630328,Retained,0,
15630349,Retained,0,
15630363,Retained,0,
15630402,Retained,0,
15630413,Retained,0,
15630419,Retained,0,
15630466,Retained,0,
15630511,Retained,0,
15630551,Retained,0,
15630580,Retained,0,
15630592,Churned,1,Observed churn in source dataset
15630617,Churned,1,Observed churn in source dataset
15630641,Retained,0,
15630661,Retained,0,
15630698,Churned,1,Observed churn in source dataset
15630704,Retained,0,
15630709,Retained,0,
15630725,Churned,1,Observed churn in source dataset
15630857,Retained,0,
15630910,Retained,0,
15630913,Retained,0,
15630920,Retained,0,
15631054,Retained,0,
15631063,Retained,0,
15631070,Churned,1,Observed churn in source dataset
15631072,Retained,0,
15631159,Retained,0,
15631162,Retained,0,
15631170,Retained,0,
15631189,Churned,1,Observed churn in source dataset
15631201,Retained,0,
15631217,Retained,0,
15631222,Retained,0,
15631240,Churned,1,Observed churn in source dataset
15631267,Retained,0,
15631305,Churned,1,Observed churn in source dataset
15631310,Retained,0,
15631333,Retained,0,
15631339,Retained,0,
15631359,Retained,0,
15631392,Retained,0,
15631406,Retained,0,
15631436,Retained,0,
15631451,Retained,0,
15631457,Retained,0,
15631460,Retained,0,
15631481,Retained,0,
15631512,Retained,0,
15631603,Retained,0,
15631639,Retained,0,
15631681,Retained,0,
15631685,Retained,0,
15631693,Retained,0,
15631709,Retained,0,
15631721,Retained,0,
15631739,Retained,0,
15631756,Retained,0,
15631800,Retained,0,
15631813,Retained,0,
15631838,Retained,0,
15631848,Retained,0,
15631868,Retained,0,
15631871,Retained,0,
15631882,Retained,0,
15631912,Retained,0,
15631927,Retained,0,
15632010,Retained,0,
15632050,Retained,0,
15632051,Churned,1,Observed churn in source dataset
15632069,Retained,0,
15632079,Retained,0,
15632118,Churned,1,Observed churn in source dataset
15632125,Retained,0,
15632143,Retained,0,
15632185,Retained,0,
15632210,Retained,0,
15632256,Retained,0,
15632263,Retained,0,
15632264,Retained,0,
15632272,Retained,0,
15632275,Retained,0,
15632280,Churned,1,Observed churn in source dataset
15632324,Retained,0,
15632344,Retained,0,
15632345,Retained,0,
15632365,Retained,0,
15632439,Retained,0,
15632446,Retained,0,
15632472,Retained,0,
15632503,Churned,1,Observed churn in source dataset
15632521,Retained,0,
15632538,Retained,0,
15632551,Retained,0,
15632575,Retained,0,
15632576,Retained,0,
15632609,Retained,0,
15632665,Churned,1,Observed churn in source dataset
15632669,Retained,0,
15632736,Retained,0,
15632789,Retained,0,
15632793,Retained,0,
15632816,Retained,0,
15632826,Retained,0,
15632848,Retained,0,
15632850,Retained,0,
15632859,Retained,0,
15632882,Churned,1,Observed churn in source dataset
15632899,Retained,0,
15632967,Retained,0,
15632977,Retained,0,
15633043,Churned,1,Observed churn in source dataset
15633059,Retained,0,
15633064,Retained,0,
15633108,Retained,0,
15633112,Churned,1,Observed churn in source dataset
15633141,Retained,0,
15633181,Retained,0,
15633194,Churned,1,Observed churn in source dataset
15633213,Churned,1,Observed churn in source dataset
15633227,Retained,0,
15633233,Churned,1,Observed churn in source dataset
15633260,Retained,0,
15633274,Retained,0,
15633283,Retained,0,
15633352,Churned,1,Observed churn in source dataset
15633378,Retained,0,
15633419,Retained,0,
15633461,Retained,0,
15633474,Retained,0,
15633516,Retained,0,
15633525,Retained,0,
15633531,Retained,0,
15633537,Retained,0,
15633546,Retained,0,
15633574,Retained,0,
15633586,Retained,0,
15633608,Churned,1,Observed churn in source dataset
15633612,Retained,0,
15633640,Retained,0,
15633648,Retained,0,
15633650,Retained,0,
15633666,Retained,0,
15633729,Retained,0,
15633818,Retained,0,
15633834,Retained,0,
15633840,Retained,0,
15633854,Retained,0,
15633866,Retained,0,
15633870,Retained,0,
15633877,Retained,0,
15633897,Retained,0,
15633922,Retained,0,
15633930,Churned,1,Observed churn in source dataset
15633944,Retained,0,
15633950,Retained,0,
15634141,Retained,0,
15634143,Retained,0,
15634146,Retained,0,
15634180,Retained,0,
15634218,Retained,0,
15634245,Retained,0,
15634262,Retained,0,
15634267,Retained,0,
15634281,Retained,0,
15634295,Retained,0,
15634310,Retained,0,
15634359,Retained,0,
15634373,Retained,0,
15634375,Retained,0,
15634491,Retained,0,
15634501,Retained,0,
15634551,Churned,1,Observed churn in source dataset
15634564,Retained,0,
15634591,Retained,0,
15634602,Churned,1,Observed churn in source dataset
15634606,Retained,0,
15634628,Retained,0,
15634632,Retained,0,
15634719,Retained,0,
15634772,Retained,0,
15634792,Retained,0,
15634815,Retained,0,
15634844,Churned,1,Observed churn in source dataset
15634891,Churned,1,Observed churn in source dataset
15634896,Retained,0,
15634936,Retained,0,
15634949,Retained,0,
15634950,Churned,1,Observed churn in source dataset
15634968,Churned,1,Observed churn in source dataset
15634974,Churned,1,Observed churn in source dataset
15635034,Churned,1,Observed churn in source dataset
15635078,Retained,0,
15635097,Retained,0,
15635116,Churned,1,Observed churn in source dataset
15635125,Retained,0,
15635141,Churned,1,Observed churn in source dataset
15635143,Retained,0,
15635177,Retained,0,
15635197,Retained,0,
15635240,Retained,0,
15635244,Retained,0,
15635256,Retained,0,
15635277,Retained,0,
15635285,Retained,0,
15635364,Churned,1,Observed churn in source dataset
15635367,Retained,0,
15635388,Retained,0,
15635396,Churned,1,Observed churn in source dataset
15635435,Churned,1,Observed churn in source dataset
15635459,Retained,0,
15635500,Retained,0,
15635502,Retained,0,
15635531,Retained,0,
15635597,Retained,0,
15635598,Retained,0,
15635660,Churned,1,Observed churn in source dataset
15635703,Retained,0,
15635728,Retained,0,
15635752,Retained,0,
15635775,Retained,0,
15635776,Retained,0,
15635870,Churned,1,Observed churn in source dataset
15635893,Retained,0,
15635905,Retained,0,
15635939,Retained,0,
15635942,Churned,1,Observed churn in source dataset
15635964,Churned,1,Observed churn in source dataset
15635972,Retained,0,
15636016,Retained,0,
15636023,Churned,1,Observed churn in source dataset
15636024,Retained,0,
15636061,Retained,0,
15636069,Retained,0,
15636089,Churned,1,Observed churn in source dataset
15636105,Retained,0,
15636238,Retained,0,
15636330,Churned,1,Observed churn in source dataset
15636353,Retained,0,
15636388,Retained,0,
15636395,Retained,0,
15636396,Retained,0,
15636407,Retained,0,
15636423,Retained,0,
15636428,Churned,1,Observed churn in source dataset
15636444,Retained,0,
15636454,Churned,1,Observed churn in source dataset
15636478,Retained,0,
15636520,Retained,0,
15636521,Retained,0,
15636541,Retained,0,
15636548,Retained,0,
15636551,Retained,0,
15636562,Retained,0,
15636572,Retained,0,
15636589,Retained,0,
15636590,Retained,0,
15636592,Churned,1,Observed churn in source dataset
15636595,Retained,0,
15636624,Churned,1,Observed churn in source dataset
15636626,Retained,0,
15636634,Retained,0,
15636658,Retained,0,
15636673,Retained,0,
15636684,Retained,0,
15636700,Retained,0,
15636731,Retained,0,
15636736,Churned,1,Observed churn in source dataset
15636756,Retained,0,
15636767,Retained,0,
15636812,Retained,0,
15636820,Retained,0,
15636860,Retained,0,
15636872,Retained,0,
15636912,Retained,0,
15636935,Retained,0,
15636977,Churned,1,Observed churn in source dataset
15636982,Retained,0,
15636999,Churned,1,Observed churn in source dataset
15637110,Retained,0,
15637118,Retained,0,
15637131,Retained,0,
15637138,Retained,0,
15637169,Retained,0,
15637178,Retained,0,
15637235,Retained,0,
15637240,Retained,0,
15637315,Retained,0,
15637324,Retained,0,
15637354,Retained,0,
15637366,Retained,0,
15637411,Retained,0,
15637414,Retained,0,
15637427,Retained,0,
15637428,Retained,0,
15637461,Retained,0,
15637476,Churned,1,Observed churn in source dataset
15637522,Retained,0,
15637593,Retained,0,
15637599,Churned,1,Observed churn in source dataset
15637644,Retained,0,
15637646,Retained,0,
15637650,Retained,0,
15637678,Retained,0,
15637690,Churned,1,Observed churn in source dataset
15637717,Retained,0,
15637753,Churned,1,Observed churn in source dataset
15637774,Retained,0,
15637788,Retained,0,
15637829,Retained,0,
15637857,Retained,0,
15637876,Churned,1,Observed churn in source dataset
15637891,Retained,0,
15637947,Retained,0,
15637954,Retained,0,
15637977,Retained,0,
15637979,Retained,0,
15637993,Retained,0,
15638003,Retained,0,
15638028,Retained,0,
15638047,Retained,0,
15638068,Retained,0,
15638149,Retained,0,
15638159,Retained,0,
15638231,Retained,0,
15638247,Retained,0,
15638257,Retained,0,
15638269,Retained,0,
15638272,Retained,0,
15638329,Retained,0,
15638355,Churned,1,Observed churn in source dataset
15638424,Retained,0,
15638463,Retained,0,
15638487,Retained,0,
15638494,Retained,0,
15638513,Retained,0,
15638607,Churned,1,Observed churn in source dataset
15638610,Churned,1,Observed churn in source dataset
15638621,Retained,0,
15638646,Retained,0,
15638730,Retained,0,
15638751,Retained,0,
15638774,Retained,0,
15638788,Retained,0,
15638803,Retained,0,
15638806,Retained,0,
15638871,Retained,0,
15638882,Churned,1,Observed churn in source dataset
15638963,Retained,0,
15638983,Retained,0,
15638988,Retained,0,
15638989,Churned,1,Observed churn in source dataset
15639004,Retained,0,
15639049,Retained,0,
15639077,Churned,1,Observed churn in source dataset
15639117,Churned,1,Observed churn in source dataset
15639133,Retained,0,
15639217,Retained,0,
15639252,Retained,0,
15639265,Retained,0,
15639277,Retained,0,
15639278,Churned,1,Observed churn in source dataset
15639303,Retained,0,
15639314,Retained,0,
15639322,Retained,0,
15639357,Churned,1,Observed churn in source dataset
15639368,Retained,0,
15639415,Retained,0,
15639530,Retained,0,
15639549,Retained,0,
15639552,Retained,0,
15639576,Retained,0,
15639590,Retained,0,
15639662,Retained,0,
15639665,Retained,0,
15639669,Retained,0,
15639788,Retained,0,
15639882,Retained,0,
15639946,Churned,1,Observed churn in source dataset
15640034,Churned,1,Observed churn in source dataset
15640059,Retained,0,
15640074,Churned,1,Observed churn in source dataset
15640078,Churned,1,Observed churn in source dataset
15640106,Retained,0,
15640133,Retained,0,
15640161,Retained,0,
15640258,Churned,1,Observed churn in source dataset
15640260,Retained,0,
15640266,Retained,0,
15640268,Retained,0,
15640280,Retained,0,
15640377,Retained,0,
15640407,Retained,0,
15640409,Churned,1,Observed churn in source dataset
15640418,Retained,0,
15640421,Retained,0,
15640442,Retained,0,
15640454,Churned,1,Observed churn in source dataset
15640464,Retained,0,
15640491,Retained,0,
15640507,Churned,1,Observed churn in source dataset
15640521,Churned,1,Observed churn in source dataset
15640580,Retained,0,
15640627,Retained,0,
15640635,Retained,0,
15640648,Retained,0,
15640667,Retained,0,
15640686,Churned,1,Observed churn in source dataset
15640769,Retained,0,
15640789,Retained,0,
15640825,Retained,0,
15640846,Churned,1,Observed churn in source dataset
15640852,Churned,1,Observed churn in source dataset
15640855,Retained,0,
15640865,Retained,0,
15640866,Retained,0,
15640905,Churned,1,Observed churn in source dataset
15640917,Retained,0,
15640922,Retained,0,
15640953,Retained,0,
15641004,Retained,0,
15641007,Retained,0,
15641009,Retained,0,
15641043,Retained,0,
15641091,Retained,0,
15641110,Retained,0,
15641114,Retained,0,
15641122,Retained,0,
15641136,Retained,0,
15641158,Churned,1,Observed churn in source dataset
15641170,Retained,0,
15641175,Churned,1,Observed churn in source dataset
15641183,Retained,0,
15641250,Retained,0,
15641285,Retained,0,
15641298,Retained,0,
15641312,Churned,1,Observed churn in source dataset
15641319,Churned,1,Observed churn in source dataset
15641359,Churned,1,Observed churn in source dataset
15641366,Churned,1,Observed churn in source dataset
15641389,Churned,1,Observed churn in source dataset
15641411,Retained,0,
15641413,Churned,1,Observed churn in source dataset
15641416,Churned,1,Observed churn in source dataset
15641474,Retained,0,
15641480,Retained,0,
15641490,Retained,0,
15641575,Retained,0,
15641582,Retained,0,
15641585,Retained,0,
15641595,Retained,0,
15641604,Churned,1,Observed churn in source dataset
15641629,Retained,0,
15641640,Retained,0,
15641655,Retained,0,
15641662,Retained,0,
15641675,Churned,1,Observed churn in source dataset
15641688,Churned,1,Observed churn in source dataset
15641690,Retained,0,
15641715,Retained,0,
15641732,Retained,0,
15641733,Retained,0,
15641773,Retained,0,
15641782,Churned,1,Observed churn in source dataset
15641794,Retained,0,
15641822,Retained,0,
15641835,Retained,0,
15641850,Retained,0,
15641860,Churned,1,Observed churn in source dataset
15641877,Retained,0,
15641934,Churned,1,Observed churn in source dataset
15641994,Churned,1,Observed churn in source dataset
15642001,Churned,1,Observed churn in source dataset
15642002,Churned,1,Observed churn in source dataset
15642004,Retained,0,
15642022,Retained,0,
15642041,Churned,1,Observed churn in source dataset
15642063,Retained,0,
15642093,Retained,0,
15642098,Churned,1,Observed churn in source dataset
15642099,Retained,0,
15642137,Retained,0,
15642160,Retained,0,
15642162,Churned,1,Observed churn in source dataset
15642202,Retained,0,
15642248,Retained,0,
15642291,Retained,0,
15642336,Retained,0,
15642345,Churned,1,Observed churn in source dataset
15642391,Churned,1,Observed churn in source dataset
15642394,Retained,0,
15642448,Retained,0,
15642468,Retained,0,
15642515,Retained,0,
15642530,Churned,1,Observed churn in source dataset
15642544,Retained,0,
15642570,Retained,0,
15642579,Retained,0,
15642619,Retained,0,
15642636,Retained,0,
15642655,Retained,0,
15642709,Retained,0,
15642710,Retained,0,
15642725,Retained,0,
15642726,Retained,0,
15642785,Retained,0,
15642787,Retained,0,
15642816,Retained,0,
15642821,Churned,1,Observed churn in source dataset
15642824,Churned,1,Observed churn in source dataset
15642833,Retained,0,
15642870,Retained,0,
15642885,Retained,0,
15642912,Retained,0,
15642934,Retained,0,
15642937,Retained,0,
15642991,Retained,0,
15642996,Retained,0,
15642997,Retained,0,
15643024,Churned,1,Observed churn in source dataset
15643042,Retained,0,
15643048,Retained,0,
15643056,Retained,0,
15643121,Retained,0,
15643158,Churned,1,Observed churn in source dataset
15643188,Churned,1,Observed churn in source dataset
15643215,Retained,0,
15643229,Retained,0,
15643294,Retained,0,
15643330,Retained,0,
15643359,Retained,0,
15643361,Retained,0,
15643378,Retained,0,
15643392,Retained,0,
15643426,Retained,0,
15643438,Retained,0,
15643439,Retained,0,
15643487,Churned,1,Observed churn in source dataset
15643496,Retained,0,
15643523,Retained,0,
15643574,Retained,0,
15643575,Retained,0,
15643630,Churned,1,Observed churn in source dataset
15643635,Retained,0,
15643658,Retained,0,
15643671,Churned,1,Observed churn in source dataset
15643679,Retained,0,
15643696,Retained,0,
15643752,Retained,0,
15643770,Churned,1,Observed churn in source dataset
15643794,Retained,0,
15643819,Retained,0,
15643824,Retained,0,
15643826,Retained,0,
15643828,Retained,0,
15643865,Churned,1,Observed churn in source dataset
15643903,Retained,0,
15643908,Retained,0,
15643916,Churned,1,Observed churn in source dataset
15643966,Retained,0,
15643967,Churned,1,Observed churn in source dataset
15644005,Retained,0,
15644103,Retained,0,
15644119,Retained,0,
15644132,Retained,0,
15644174,Churned,1,Observed churn in source dataset
15644179,Churned,1,Observed churn in source dataset
15644200,Churned,1,Observed churn in source dataset
15644212,Retained,0,
15644280,Retained,0,
15644295,Retained,0,
15644296,Retained,0,
15644297,Retained,0,
15644356,Retained,0,
15644361,Churned,1,Observed churn in source dataset
15644400,Retained,0,
15644446,Retained,0,
15644453,Churned,1,Observed churn in source dataset
15644501,Retained,0,
15644551,Retained,0,
15644572,Retained,0,
15644621,Retained,0,
15644686,Retained,0,
15644692,Churned,1,Observed churn in source dataset
15644699,Retained,0,
15644724,Retained,0,
15644753,Retained,0,
15644765,Retained,0,
15644788,Retained,0,
15644796,Churned,1,Observed churn in source dataset
15644833,Churned,1,Observed churn in source dataset
15644849,Retained,0,
15644856,Retained,0,
15644878,Retained,0,
15644882,Retained,0,
15644896,Retained,0,
15644934,Retained,0,
15644962,Retained,0,
15644977,Retained,0,
15644994,Churned,1,Observed churn in source dataset
15645029,Retained,0,
15645045,Retained,0,
15645059,Retained,0,
15645095,Retained,0,
15645103,Retained,0,
15645136,Retained,0,
15645184,Retained,0,
15645200,Churned,1,Observed churn in source dataset
15645248,Retained,0,
15645269,Retained,0,
15645271,Churned,1,Observed churn in source dataset
15645316,Retained,0,
15645323,Churned,1,Observed churn in source dataset
15645353,Retained,0,
15645355,Churned,1,Observed churn in source dataset
15645371,Churned,1,Observed churn in source dataset
15645404,Churned,1,Observed churn in source dataset
15645463,Retained,0,
15645496,Retained,0,
15645511,Churned,1,Observed churn in source dataset
15645517,Retained,0,
15645543,Retained,0,
15645544,Retained,0,
15645569,Retained,0,
15645571,Retained,0,
15645572,Churned,1,Observed churn in source dataset
15645593,Retained,0,
15645600,Retained,0,
15645621,Retained,0,
15645637,Retained,0,
15645717,Retained,0,
15645744,Retained,0,
15645766,Retained,0,
15645772,Retained,0,
15645778,Retained,0,
15645815,Retained,0,
15645820,Retained,0,
15645835,Retained,0,
15645839,Retained,0,
15645847,Churned,1,Observed churn in source dataset
15645896,Retained,0,
15645904,Retained,0,
15645937,Retained,0,
15645942,Retained,0,
15645956,Retained,0,
15646037,Retained,0,
15646082,Churned,1,Observed churn in source dataset
15646091,Churned,1,Observed churn in source dataset
15646161,Retained,0,
15646168,Retained,0,
15646190,Churned,1,Observed churn in source dataset
15646196,Retained,0,
15646227,Retained,0,
15646262,Retained,0,
15646276,Retained,0,
15646302,Retained,0,
15646310,Retained,0,
15646351,Retained,0,
15646366,Retained,0,
15646372,Churned,1,Observed churn in source dataset
15646374,Retained,0,
15646490,Retained,0,
15646513,Churned,1,Observed churn in source dataset
15646521,Retained,0,
15646535,Retained,0,
15646539,Retained,0,
15646558,Retained,0,
15646563,Retained,0,
15646566,Retained,0,
15646594,Retained,0,
15646609,Retained,0,
15646615,Retained,0,
15646632,Retained,0,
15646720,Churned,1,Observed churn in source dataset
15646726,Retained,0,
15646756,Retained,0,
15646764,Churned,1,Observed churn in source dataset
15646784,Retained,0,
15646810,Churned,1,Observed churn in source dataset
15646817,Retained,0,
15646859,Retained,0,
15646936,Retained,0,
15646942,Retained,0,
15646969,Retained,0,
15647008,Churned,1,Observed churn in source dataset
15647091,Retained,0,
15647099,Retained,0,
15647111,Retained,0,
15647191,Retained,0,
15647203,Retained,0,
15647207,Retained,0,
15647259,Retained,0,
15647266,Retained,0,
15647292,Churned,1,Observed churn in source dataset
15647295,Retained,0,
15647301,Retained,0,
15647306,Churned,1,Observed churn in source dataset
15647311,Retained,0,
15647333,Retained,0,
15647385,Churned,1,Observed churn in source dataset
15647402,Retained,0,
15647453,Retained,0,
15647474,Retained,0,
15647546,Retained,0,
15647570,Retained,0,
15647572,Retained,0,
15647725,Churned,1,Observed churn in source dataset
15647782,Retained,0,
15647800,Retained,0,
15647807,Retained,0,
15647838,Churned,1,Observed churn in source dataset
15647842,Churned,1,Observed churn in source dataset
15647890,Retained,0,
15647898,Churned,1,Observed churn in source dataset
15647965,Churned,1,Observed churn in source dataset
15647974,Retained,0,
15647975,Retained,0,
15648005,Retained,0,
15648030,Retained,0,
15648032,Retained,0,
15648047,Retained,0,
15648064,Retained,0,
15648067,Retained,0,
15648069,Retained,0,
15648075,Churned,1,Observed churn in source dataset
15648136,Retained,0,
15648178,Retained,0,
15648225,Retained,0,
15648272,Retained,0,
15648320,Retained,0,
15648362,Churned,1,Observed churn in source dataset
15648367,Retained,0,
15648455,Retained,0,
15648461,Retained,0,
15648479,Retained,0,
15648489,Churned,1,Observed churn in source dataset
15648577,Churned,1,Observed churn in source dataset
15648638,Retained,0,
15648681,Churned,1,Observed churn in source dataset
15648702,Retained,0,
15648721,Retained,0,
15648725,Retained,0,
15648735,Retained,0,
15648766,Retained,0,
15648794,Churned,1,Observed churn in source dataset
15648800,Churned,1,Observed churn in source dataset
15648858,Retained,0,
15648876,Retained,0,
15648881,Churned,1,Observed churn in source dataset
15648898,Retained,0,
15648933,Churned,1,Observed churn in source dataset
15648951,Retained,0,
15648967,Churned,1,Observed churn in source dataset
15648989,Retained,0,
15649024,Churned,1,Observed churn in source dataset
15649033,Churned,1,Observed churn in source dataset
15649060,Retained,0,
15649078,Retained,0,
15649086,Retained,0,
15649101,Retained,0,
15649112,Retained,0,
15649121,Churned,1,Observed churn in source dataset
15649124,Retained,0,
15649129,Retained,0,
15649136,Retained,0,
15649150,Churned,1,Observed churn in source dataset
15649160,Retained,0,
15649183,Retained,0,
15649211,Retained,0,
15649239,Retained,0,
15649280,Retained,0,
15649292,Churned,1,Observed churn in source dataset
15649297,Retained,0,
15649354,Retained,0,
15649359,Retained,0,
15649379,Retained,0,
15649414,Retained,0,
15649418,Retained,0,
15649423,Retained,0,
15649430,Retained,0,
15649450,Retained,0,
15649451,Retained,0,
15649457,Retained,0,
15649487,Churned,1,Observed churn in source dataset
15649508,Retained,0,
15649523,Retained,0,
15649536,Retained,0,
15649616,Churned,1,Observed churn in source dataset
15649618,Retained,0,
15649668,Retained,0,
15649738,Retained,0,
15649744,Retained,0,
15649793,Retained,0,
15649853,Churned,1,Observed churn in source dataset
15649858,Retained,0,
15649992,Retained,0,
15650018,Retained,0,
15650026,Churned,1,Observed churn in source dataset
15650034,Retained,0,
15650068,Retained,0,
15650086,Retained,0,
15650098,Retained,0,
15650237,Retained,0,
15650244,Retained,0,
15650258,Retained,0,
15650266,Retained,0,
15650288,Retained,0,
15650313,Retained,0,
15650322,Retained,0,
15650351,Retained,0,
15650391,Retained,0,
15650424,Churned,1,Observed churn in source dataset
15650432,Retained,0,
15650437,Retained,0,
15650442,Churned,1,Observed churn in source dataset
15650454,Retained,0,
15650488,Churned,1,Observed churn in source dataset
15650538,Churned,1,Observed churn in source dataset
15650545,Retained,0,
15650575,Churned,1,Observed churn in source dataset
15650591,Churned,1,Observed churn in source dataset
15650670,Retained,0,
15650751,Retained,0,
15650864,Retained,0,
15650889,Retained,0,
15650924,Retained,0,
15650933,Retained,0,
15651001,Retained,0,
15651020,Retained,0,
15651022,Churned,1,Observed churn in source dataset
15651052,Churned,1,Observed churn in source dataset
15651063,Retained,0,
15651075,Retained,0,
15651093,Retained,0,
15651103,Retained,0,
15651140,Retained,0,
15651144,Retained,0,
15651264,Churned,1,Observed churn in source dataset
15651272,Retained,0,
15651280,Retained,0,
15651315,Retained,0,
15651336,Retained,0,
15651352,Churned,1,Observed churn in source dataset
15651369,Retained,0,
15651389,Retained,0,
15651450,Retained,0,
15651460,Retained,0,
15651533,Churned,1,Observed churn in source dataset
15651554,Churned,1,Observed churn in source dataset
15651581,Churned,1,Observed churn in source dataset
15651585,Retained,0,
15651627,Churned,1,Observed churn in source dataset
15651664,Churned,1,Observed churn in source dataset
15651674,Churned,1,Observed churn in source dataset
15651713,Retained,0,
15651737,Retained,0,
15651740,Retained,0,
15651802,Retained,0,
15651823,Churned,1,Observed churn in source dataset
15651868,Retained,0,
15651883,Churned,1,Observed churn in source dataset
15651900,Churned,1,Observed churn in source dataset
15651943,Retained,0,
15651955,Retained,0,
15651958,Retained,0,
15651983,Churned,1,Observed churn in source dataset
15652030,Churned,1,Observed churn in source dataset
15652048,Retained,0,
15652069,Retained,0,
15652084,Retained,0,
15652169,Retained,0,
15652180,Retained,0,
15652192,Retained,0,
15652218,Retained,0,
15652266,Retained,0,
15652289,Retained,0,
15652320,Retained,0,
15652400,Retained,0,
15652401,Retained,0,
15652469,Retained,0,
15652527,Retained,0,
15652540,Retained,0,
15652615,Retained,0,
15652626,Retained,0,
15652658,Retained,0,
15652667,Retained,0,
15652674,Retained,0,
15652693,Churned,1,Observed churn in source dataset
15652700,Retained,0,
15652782,Retained,0,
15652789,Retained,0,
15652808,Retained,0,
15652835,Retained,0,
15652883,Retained,0,
15652914,Retained,0,
15652948,Retained,0,
15652955,Retained,0,
15652981,Retained,0,
15652999,Retained,0,
15653037,Retained,0,
15653050,Retained,0,
15653065,Retained,0,
15653110,Retained,0,
15653147,Retained,0,
15653222,Retained,0,
15653251,Churned,1,Observed churn in source dataset
15653253,Retained,0,
15653275,Churned,1,Observed churn in source dataset
15653306,Retained,0,
15653315,Retained,0,
15653347,Churned,1,Observed churn in source dataset
15653404,Retained,0,
15653448,Retained,0,
15653455,Retained,0,
15653521,Retained,0,
15653547,Retained,0,
15653572,Churned,1,Observed churn in source dataset
15653595,Retained,0,
15653620,Retained,0,
15653696,Retained,0,
15653715,Retained,0,
15653753,Retained,0,
15653762,Retained,0,
15653773,Retained,0,
15653776,Churned,1,Observed churn in source dataset
15653780,Retained,0,
15653784,Retained,0,
15653849,Churned,1,Observed churn in source dataset
15653857,Retained,0,
15653937,Churned,1,Observed churn in source dataset
15653952,Retained,0,
15653997,Retained,0,
15654000,Churned,1,Observed churn in source dataset
15654025,Retained,0,
15654060,Retained,0,
15654067,Retained,0,
15654074,Retained,0,
15654096,Retained,0,
15654106,Retained,0,
15654156,Retained,0,
15654183,Retained,0,
15654211,Retained,0,
15654222,Retained,0,
15654229,Retained,0,
15654230,Retained,0,
15654238,Retained,0,
15654274,Retained,0,
15654292,Retained,0,
15654296,Retained,0,
15654300,Retained,0,
15654341,Retained,0,
15654346,Retained,0,
15654372,Retained,0,
15654379,Retained,0,
15654390,Churned,1,Observed churn in source dataset
15654408,Retained,0,
15654409,Retained,0,
15654456,Churned,1,Observed churn in source dataset
15654457,Churned,1,Observed churn in source dataset
15654463,Retained,0,
15654489,Retained,0,
15654495,Retained,0,
15654506,Retained,0,
15654519,Retained,0,
15654531,Churned,1,Observed churn in source dataset
15654562,Churned,1,Observed churn in source dataset
15654574,Retained,0,
15654577,Churned,1,Observed churn in source dataset
15654611,Retained,0,
15654625,Retained,0,
15654654,Retained,0,
15654673,Churned,1,Observed churn in source dataset
15654700,Churned,1,Observed churn in source dataset
15654733,Churned,1,Observed churn in source dataset
15654760,Retained,0,
15654772,Churned,1,Observed churn in source dataset
15654851,Retained,0,
15654859,Churned,1,Observed churn in source dataset
15654870,Retained,0,
15654878,Retained,0,
15654891,Retained,0,
15654901,Retained,0,
15654959,Retained,0,
15654964,Retained,0,
15654975,Retained,0,
15655007,Retained,0,
15655082,Churned,1,Observed churn in source dataset
15655123,Churned,1,Observed churn in source dataset
15655171,Retained,0,
15655175,Churned,1,Observed churn in source dataset
15655192,Retained,0,
15655213,Churned,1,Observed churn in source dataset
15655229,Retained,0,
15655232,Retained,0,
15655238,Retained,0,
15655252,Retained,0,
15655274,Retained,0,
15655298,Retained,0,
15655335,Retained,0,
15655339,Retained,0,
15655341,Retained,0,
15655360,Churned,1,Observed churn in source dataset
15655368,Retained,0,
15655389,Retained,0,
15655410,Churned,1,Observed churn in source dataset
15655436,Churned,1,Observed churn in source dataset
15655464,Retained,0,
15655574,Retained,0,
15655590,Retained,0,
15655632,Retained,0,
15655648,Retained,0,
15655658,Retained,0,
15655774,Retained,0,
15655794,Retained,0,
15655859,Retained,0,
15655875,Retained,0,
15655903,Retained,0,
15655952,Retained,0,
15655961,Retained,0,
15656005,Retained,0,
15656009,Retained,0,
15656029,Retained,0,
15656062,Retained,0,
15656086,Churned,1,Observed churn in source dataset
15656096,Retained,0,
15656100,Retained,0,
15656121,Retained,0,
15656141,Retained,0,
15656148,Churned,1,Observed churn in source dataset
15656176,Retained,0,
15656188,Retained,0,
15656249,Retained,0,
15656263,Retained,0,
15656286,Retained,0,
15656293,Retained,0,
15656300,Retained,0,
15656319,Retained,0,
15656322,Retained,0,
15656330,Retained,0,
15656333,Retained,0,
15656351,Retained,0,
15656417,Retained,0,
15656426,Retained,0,
15656454,Retained,0,
15656471,Retained,0,
15656484,Retained,0,
15656522,Retained,0,
15656592,Retained,0,
15656597,Retained,0,
15656613,Retained,0,
15656627,Retained,0,
