customer_id,gender,age,credit_score,estimated_salary,risk_band
15613427,Female,49,683,140763.18,Medium
15613463,Female,50,679,184017.98,Medium
15613471,Male,31,579,18800.13,Very High
15613518,Female,35,647,122584.29,High
15613623,Male,62,640,101663.47,High
15613630,Male,52,775,96823.32,Low
15613656,Male,58,842,83172.19,Very Low
15613673,Male,28,675,134110.93,Medium
15613699,Female,60,430,161937.62,Very High
15613712,Male,34,634,61995.57,High
15613713,Male,30,644,10771.46,High
15613734,Female,33,640,113048.79,High
15613749,Male,34,569,102299.81,Very High
15613772,Male,39,542,14353.43,Very High
15613786,Male,26,818,167036.94,Very Low
15613787,Male,35,505,91092.84,Very High
15613816,Female,39,539,59755.14,Very High
15613844,Female,28,557,184317.74,Very High
15613854,Female,46,622,30984.59,High
15613880,Male,58,591,137254.55,High
15613886,Male,43,722,44560.17,Medium
15613923,Female,43,581,100236.02,High
15613945,Female,26,472,108411.66,Very High
15613962,Female,38,499,183042.2,Very High
15614034,Male,61,607,35786.76,High
15614049,Male,55,664,139161.64,High
15614054,Male,36,665,121505.61,High
15614103,Male,42,850,51016.02,Very Low
15614137,Female,40,685,103898.59,Medium
15614168,Female,50,792,16528.4,Low
15614187,Female,39,648,57995.74,High
15614213,Male,37,620,71175.94,High
15614215,Male,53,717,97614.87,Medium
15614220,Male,22,750,105125.65,Low
15614230,Female,34,426,61230.83,Very High
15614302,Female,31,699,189392.66,Medium
15614361,Male,42,620,29296.74,High
15614365,Male,31,696,5566.6,Medium
15614420,Female,32,531,172049.84,Very High
15614491,Male,39,539,147662.33,Very High
15614520,Female,37,682,35179.18,Medium
15614635,Male,52,582,40893.61,High
15614643,Female,39,731,136737.13,Medium
15614687,Female,44,677,191057.76,Medium
15614716,Female,37,515,132770.11,Very High
15614740,Female,41,684,121967.88,Medium
15614778,Male,31,579,26149.25,Very High
15614782,Male,36,526,160696.72,Very High
15614813,Female,46,777,487.3,Low
15614818,Female,33,764,118982.51,Low
15614827,Male,42,503,147557.71,Very High
15614834,Female,31,619,61531.86,High
15614847,Female,45,674,140041.78,Medium
15614878,Female,29,660,123850.58,High
15614893,Male,38,689,82709.8,Medium
15614923,Male,41,630,46156.87,High
15614929,Male,28,508,147913.56,Very High
15614934,Female,37,625,35625.41,High
15614936,Female,49,718,11144.4,Medium
15614962,Female,50,623,104382.11,High
15615004,Female,37,730,124364.63,Medium
15615012,Male,23,594,160968.44,High
15615016,Male,33,515,136028.97,Very High
15615020,Female,41,595,81548.38,High
15615029,Male,39,734,95135.27,Medium
15615032,Male,46,624,62825.03,High
15615050,Male,47,575,63452.18,Very High
15615091,Male,24,691,92811.2,Medium
15615096,Female,31,492,49463.44,Very High
15615126,Female,37,780,182156.81,Low
15615140,Male,36,791,189969.91,Low
15615176,Male,26,732,154364.66,Medium
15615177,Male,28,561,70548.96,Very High
15615207,Male,47,792,5557.88,Low
15615219,Male,59,518,123872.0,Very High
15615245,Male,19,660,40368.65,High
15615254,Male,40,555,170514.21,Very High
15615296,Male,39,405,160810.85,Very High
15615322,Male,43,528,159823.16,Very High
15615330,Male,23,651,170099.23,High
15615352,Male,31,588,35877.03,High
15615430,Male,55,678,184125.1,Medium
15615444,Male,28,663,87985.2,High
15615456,Female,37,680,81776.84,Medium
15615457,Female,44,842,126644.98,Very Low
15615473,Female,33,646,198208.0,High
15615477,Female,44,529,14161.3,Very High
15615575,Male,34,722,133447.49,Medium
15615624,Female,28,605,159508.52,High
15615670,Male,36,762,42693.65,Low
15615753,Female,35,597,192852.67,High
15615797,Male,59,743,192127.22,Low
15615820,Male,49,837,50974.57,Very Low
15615828,Male,34,550,116495.55,Very High
15615832,Female,35,675,35177.31,Medium
15615896,Male,39,621,36122.96,High
15615931,Female,37,746,171039.56,Low
15615938,Female,64,502,100995.11,Very High
15615991,Male,42,654,67607.9,High
15616028,Male,30,694,15039.41,Medium
15616029,Male,32,705,7921.57,Medium
15616088,Female,70,782,131177.22,Low
15616122,Male,39,777,18613.52,Low
15616152,Female,47,754,27438.83,Low
15616168,Female,35,610,61623.19,High
15616172,Male,31,838,8222.96,Very Low
15616213,Female,51,555,198715.27,Very High
15616221,Female,29,497,63233.02,Very High
15616240,Male,37,530,164844.37,Very High
15616270,Male,42,620,119747.08,High
15616280,Male,46,536,61094.53,Very High
15616330,Male,31,595,189995.86,High
15616365,Female,53,571,28045.77,Very High
15616367,Male,39,581,161655.55,High
15616380,Female,37,803,7455.2,Very Low
15616431,Male,33,608,130474.03,High
15616451,Female,47,697,168053.4,Medium
15616454,Female,34,476,197221.81,Very High
15616471,Male,51,599,175235.99,High
15616525,Male,31,720,137985.69,Medium
15616529,Male,34,613,41724.72,High
15616530,Male,36,638,47031.4,High
15616550,Male,44,698,198059.16,Medium
15616555,Male,41,850,31825.84,Very Low
15616630,Female,41,583,190429.52,High
15616666,Female,52,646,68367.18,High
15616676,Male,23,632,147230.77,High
15616700,Female,41,622,155786.39,High
15616709,Female,38,587,31730.32,High
15616745,Male,35,542,22314.55,Very High
15616811,Male,47,535,145986.35,Very High
15616833,Male,27,678,13221.25,Medium
15616859,Female,43,602,115116.35,High
15616922,Female,26,479,19116.97,Very High
15616929,Male,62,730,61513.87,Medium
15616931,Male,41,653,55663.85,High
15616954,Male,71,592,17013.54,High
15617029,Female,30,596,8125.39,High
15617052,Male,34,782,183021.06,Low
15617065,Male,42,650,171045.31,High
15617078,Female,44,658,130529.13,High
15617082,Male,33,516,11205.5,Very High
15617134,Male,38,716,189678.7,Medium
15617136,Female,38,451,167538.66,Very High
15617166,Male,37,610,114514.64,High
15617197,Male,50,524,31840.59,Very High
15617206,Male,42,431,126153.24,Very High
15617252,Female,33,697,172524.51,Medium
15617301,Male,36,774,152290.28,Low
15617304,Male,40,722,111893.09,Medium
15617320,Female,46,693,180736.24,Medium
15617331,Female,39,637,88391.29,High
15617348,Male,44,544,69244.24,Very High
15617401,Male,22,468,28123.99,Very High
15617419,Female,29,618,32526.64,High
15617432,Female,40,816,79580.56,Very Low
15617434,Male,38,655,90490.33,High
15617454,Female,25,684,144978.47,Medium
15617476,Female,30,546,198543.09,Very High
15617482,Female,52,489,37240.11,Very High
15617486,Male,52,530,109960.4,Very High
15617507,Female,36,530,80619.09,Very High
15617518,Male,36,675,149399.7,Medium
15617538,Male,40,834,45038.74,Very Low
15617603,Male,30,850,102180.27,Very Low
15617617,Male,39,811,177519.39,Very Low
15617648,Female,44,584,106564.88,High
15617655,Female,35,564,105837.38,Very High
15617657,Female,36,664,146191.82,High
15617705,Female,39,609,175664.25,High
15617790,Female,29,626,41104.82,High
15617866,Male,67,657,107534.32,High
15617877,Male,44,607,81140.09,High
15617934,Male,36,579,60906.12,Very High
15617982,Female,42,661,35989.41,High
15617991,Male,29,555,47454.93,Very High
15618018,Female,35,571,178512.52,Very High
15618155,Male,45,663,48682.1,High
15618171,Female,33,669,107221.03,High
15618182,Female,38,678,115068.99,Medium
15618203,Male,51,773,86701.4,Low
15618213,Female,32,674,95481.0,Medium
15618225,Male,36,741,168816.22,Low
15618239,Female,48,530,85081.09,Very High
15618243,Female,43,730,193650.16,Medium
15618245,Male,31,706,54439.53,Medium
15618255,Female,56,642,143049.72,High
15618258,Male,37,640,81298.09,High
15618314,Male,40,676,67998.45,Medium
15618363,Male,29,659,84133.48,High
15618391,Male,33,810,77965.67,Very Low
15618401,Male,41,616,114072.91,High
15618410,Male,26,718,51099.56,Medium
15618437,Male,34,567,161571.79,Very High
15618446,Female,50,576,57802.62,Very High
15618562,Female,40,618,160618.61,High
15618566,Female,38,572,133122.62,Very High
15618581,Male,25,668,135112.09,High
15618647,Male,29,744,119327.75,Low
15618661,Male,30,535,125710.53,Very High
15618695,Female,22,571,53328.7,Very High
15618703,Female,53,663,151317.27,High
15618750,Male,31,590,26261.42,High
15618765,Female,42,530,97338.62,Very High
15618774,Male,54,474,108409.17,Very High
15618816,Female,40,670,69850.04,Medium
15618926,Male,43,520,36202.74,Very High
15618936,Female,51,688,91624.11,Medium
15618950,Male,26,644,138775.69,High
15619016,Male,46,660,33680.56,High
15619029,Female,43,620,20670.1,High
15619045,Female,43,776,162137.5,Low
15619083,Female,35,502,80618.47,Very High
15619087,Male,53,762,170195.4,Low
15619116,Female,36,493,99770.3,Very High
15619130,Female,37,752,132467.54,Low
15619238,Male,29,567,156125.72,Very High
15619280,Male,25,683,152698.24,Medium
15619304,Female,42,502,113931.57,Very High
15619340,Male,38,597,41303.29,High
15619343,Male,56,561,133167.11,Very High
15619360,Male,40,472,70154.22,Very High
15619407,Male,39,615,108152.75,High
15619436,Female,32,700,95740.37,Medium
15619465,Female,24,555,197866.55,Very High
15619494,Female,31,562,108675.01,Very High
15619514,Male,40,507,92075.01,Very High
15619529,Male,27,531,7222.92,Very High
15619537,Male,31,550,122221.71,Very High
15619608,Female,50,454,154344.0,Very High
15619616,Female,33,571,128600.49,Very High
15619626,Male,24,746,170142.09,Low
15619653,Male,47,666,35046.97,High
15619674,Female,35,649,192486.24,High
15619699,Male,31,558,198269.08,Very High
15619708,Male,25,745,146041.45,Low
15619801,Female,33,548,82245.67,Very High
15619857,Female,64,605,13601.79,High
15619889,Male,26,556,195167.38,Very High
15619892,Male,18,644,59172.42,High
15619898,Male,55,785,7008.65,Low
15619932,Male,66,847,53157.16,Very Low
15619935,Female,59,783,4423.63,Low
15619953,Female,42,662,48242.38,High
15619955,Male,34,733,48559.19,Medium
15619972,Female,47,807,125440.11,Very Low
15620000,Male,34,760,59325.21,Low
15620030,Male,29,744,82422.97,Low
15620103,Female,40,660,185156.94,High
15620111,Male,54,659,56787.8,High
15620123,Male,39,605,9641.4,High
15620204,Female,57,543,120657.32,Very High
15620268,Male,43,634,115268.86,High
15620276,Male,36,539,118959.64,Very High
15620323,Female,42,652,37914.12,High
15620341,Male,44,500,196261.64,Very High
15620344,Male,29,813,33953.87,Very Low
15620372,Male,31,687,48228.1,Medium
15620398,Female,34,635,15733.19,High
15620443,Female,81,711,72276.24,Medium
15620505,Female,24,594,71405.17,High
15620507,Female,30,485,141148.21,Very High
15620557,Male,37,561,88838.14,Very High
15620570,Male,43,736,72375.03,Medium
15620577,Male,45,715,55043.93,Medium
15620579,Female,31,695,131644.41,Medium
15620735,Female,33,667,69011.66,High
15620746,Male,42,632,100998.5,High
15620750,Male,28,559,15607.27,Very High
15620751,Male,34,760,164162.44,Low
15620756,Male,49,747,17298.72,Low
15620758,Male,30,660,129149.06,High
15620832,Female,35,723,61290.99,Medium
15620836,Female,34,816,102908.91,Very Low
15620936,Male,32,787,13238.93,Low
15620981,Female,48,684,21228.34,Medium
15620988,Male,46,616,137136.46,High
15621004,Male,32,603,198055.94,High
15621021,Female,40,687,8207.36,Medium
15621031,Male,27,761,63297.7,Low
15621063,Female,42,516,46857.52,Very High
15621064,Male,23,701,76611.33,Medium
15621075,Female,45,778,174531.27,Low
15621083,Male,57,698,72549.27,Medium
15621093,Male,31,681,48226.76,Medium
15621116,Male,33,648,29076.27,High
15621140,Male,37,644,96442.86,High
15621195,Male,41,619,170518.83,High
15621205,Male,34,578,74858.3,Very High
15621210,Male,46,599,31368.08,High
15621227,Female,46,668,173052.19,High
15621244,Male,36,678,84460.18,Medium
15621267,Male,32,637,148769.08,High
15621353,Female,37,645,13589.93,High
15621409,Male,32,496,66469.2,Very High
15621423,Female,42,736,41921.06,Medium
15621432,Male,35,630,186826.22,High
15621435,Female,39,623,78774.36,High
15621440,Male,38,694,156858.2,Medium
15621457,Male,27,850,152740.16,Very Low
15621466,Male,38,606,37054.65,High
15621520,Female,42,783,2150.22,Low
15621546,Female,33,620,192717.57,High
15621550,Female,50,535,69531.22,Very High
15621611,Male,55,742,121207.66,Low
15621629,Male,43,773,35908.46,Low
15621644,Male,83,678,92934.41,Medium
15621653,Female,29,716,182531.74,Medium
15621685,Male,29,769,84872.66,Low
15621687,Male,34,813,43169.15,Very Low
15621768,Male,45,712,198398.68,Medium
15621815,Female,40,803,12328.08,Very Low
15621818,Male,29,747,175398.34,Low
15621834,Female,43,700,59475.35,Medium
15621870,Female,40,739,167030.51,Medium
15621893,Male,18,727,46941.41,Medium
15621974,Female,33,778,83556.65,Low
15622003,Male,35,745,161519.77,Low
15622017,Female,33,773,98820.09,Low
15622033,Female,41,847,16025.17,Very Low
15622083,Male,30,647,2955.46,High
15622117,Female,31,625,151843.54,High
15622171,Male,30,642,174738.2,High
15622182,Female,28,628,110776.01,High
15622192,Male,39,724,95562.81,Medium
15622217,Female,38,538,28226.15,Very High
15622230,Female,35,705,66331.01,Medium
15622289,Female,36,605,35521.63,High
15622305,Female,33,746,146192.4,Low
15622321,Female,32,506,80823.02,Very High
15622370,Male,30,813,85808.22,Very Low
15622442,Male,29,619,194310.1,High
15622443,Male,31,549,25684.85,Very High
15622454,Male,28,695,57992.49,Medium
15622461,Female,51,562,32626.21,Very High
15622470,Male,41,772,75825.57,Low
15622478,Female,40,698,107815.31,Medium
15622494,Male,27,718,26229.24,Medium
15622507,Female,40,748,38153.19,Low
15622518,Female,26,768,70454.79,Low
15622527,Female,55,581,22442.13,High
15622532,Female,47,708,132730.07,Medium
15622578,Male,34,806,32125.98,Very Low
15622585,Male,26,525,63197.88,Very High
15622631,Male,44,588,49324.03,High
15622658,Female,26,551,49778.79,Very High
15622729,Female,46,649,66602.7,High
15622750,Female,21,742,31520.4,Low
15622774,Male,34,648,167931.81,High
15622801,Female,27,555,116757.0,Very High
15622833,Female,29,835,106276.55,Very Low
15622834,Female,35,678,125518.32,Medium
15622897,Female,46,646,93251.42,High
15622911,Male,42,759,121409.06,Low
15622985,Female,39,679,172939.3,Medium
15622993,Male,28,709,145251.35,Medium
15623053,Male,40,454,148309.98,Very High
15623062,Male,24,660,71638.0,High
15623063,Male,35,651,127678.95,High
15623072,Female,35,529,56518.0,Very High
15623082,Female,35,507,97633.93,Very High
15623102,Male,38,713,76038.38,Medium
15623107,Male,45,686,64907.48,Medium
15623143,Female,43,732,183147.17,Medium
15623196,Male,38,686,97825.23,Medium
15623202,Female,39,704,171971.25,Medium
15623210,Female,55,484,137519.92,Very High
15623219,Male,33,596,121189.3,High
15623220,Female,45,723,37214.39,Medium
15623277,Female,30,696,196134.44,Medium
15623314,Female,59,506,78365.75,Very High
15623346,Male,36,820,31422.69,Very Low
15623357,Male,24,692,180490.53,Medium
15623369,Male,52,708,123.07,Medium
15623430,Male,34,672,161800.77,Medium
15623450,Female,27,637,101418.05,High
15623471,Male,38,607,176318.27,High
15623478,Female,32,670,134942.45,Medium
15623489,Female,67,543,134612.48,Very High
15623499,Male,49,548,127022.87,Very High
15623502,Female,56,598,44251.33,High
15623521,Male,43,838,145765.83,Very Low
15623525,Male,31,564,72757.33,Very High
15623536,Male,39,646,171519.06,High
15623560,Female,35,668,53994.64,High
15623566,Male,40,714,96687.25,Medium
15623595,Female,28,586,92067.35,High
15623630,Female,56,634,42429.88,High
15623644,Male,29,626,49361.84,High
15623647,Female,36,655,86013.96,High
15623649,Male,32,629,15404.64,High
15623668,Male,31,653,25183.01,High
15623695,Female,31,814,142029.17,Very Low
15623712,Female,42,453,83008.49,Very High
15623730,Male,34,792,86330.32,Low
15623744,Male,34,634,123164.97,High
15623791,Female,40,632,141896.74,High
15623828,Male,30,682,161465.31,Medium
15623858,Male,45,603,148516.79,High
15623927,Male,55,576,94450.97,Very High
15623944,Female,66,511,1643.11,Very High
15623966,Female,35,578,26389.92,Very High
15623972,Female,23,479,95148.28,Very High
15623989,Male,54,435,156910.46,Very High
15624013,Female,39,541,25289.23,Very High
15624068,Female,26,779,111906.0,Low
15624072,Male,22,669,176163.74,High
15624170,Female,38,639,118974.77,High
15624180,Female,37,584,70927.11,High
15624186,Female,25,813,132959.33,Very Low
15624188,Female,33,712,190686.16,Medium
15624229,Female,22,694,11525.72,Medium
15624293,Female,46,514,55072.32,Very High
15624323,Male,36,642,195224.91,High
15624343,Female,50,650,42028.16,High
15624347,Male,40,651,147715.83,High
15624374,Male,28,703,2151.17,Medium
15624388,Female,50,649,87351.42,High
15624391,Female,30,595,178361.04,High
15624397,Male,43,627,127734.16,High
15624423,Male,28,850,196582.55,Very Low
15624424,Female,49,678,102472.9,Medium
15624428,Female,24,651,178341.33,High
15624437,Female,32,825,42935.15,Very Low
15624451,Female,38,641,116466.19,High
15624471,Male,37,850,109291.22,Very Low
15624510,Male,52,696,27445.4,Medium
15624519,Female,49,656,74771.22,High
15624528,Male,26,664,95145.14,High
15624592,Male,31,603,169915.02,High
15624595,Female,35,512,18785.48,Very High
15624596,Female,23,534,160176.47,Very High
15624611,Male,37,497,163641.53,Very High
15624623,Male,35,516,119666.0,Very High
15624633,Male,45,702,171014.69,Medium
15624641,Male,43,740,199290.68,Low
15624667,Male,35,684,87219.41,Medium
15624677,Female,37,543,33998.7,Very High
15624695,Female,72,662,179258.67,High
15624703,Male,35,550,197325.4,Very High
15624715,Female,40,593,5194.95,High
15624729,Male,27,594,151912.49,High
15624744,Male,42,622,72155.85,High
15624755,Female,40,707,189366.03,Medium
15624775,Male,67,729,102391.06,Medium
15624781,Female,34,672,168753.34,Medium
15624793,Male,23,627,103099.22,High
15624820,Male,56,683,97629.31,Medium
15624850,Male,30,850,62811.03,Very Low
15624866,Male,37,658,70370.24,High
15624892,Male,37,712,60651.77,Medium
15624936,Male,35,631,79146.36,High
15624975,Male,28,693,77742.38,Medium
15624993,Female,36,753,44567.83,Low
15624995,Female,31,714,50899.91,Medium
15625021,Male,42,585,18657.77,High
15625023,Male,40,682,105352.55,Medium
15625035,Male,50,703,79314.1,Medium
15625047,Female,38,846,187616.16,Very Low
15625080,Female,54,745,173912.29,Low
15625092,Female,57,502,43568.31,Very High
15625126,Female,40,629,139356.3,High
15625141,Male,26,563,6139.74,Very High
15625151,Female,66,640,184636.05,High
15625175,Female,43,742,60920.03,Low
15625247,Female,34,807,114448.13,Very Low
15625311,Female,41,589,101178.85,High
15625395,Female,28,585,41219.09,High
15625426,Female,55,754,8080.85,Low
15625445,Female,36,572,50400.32,Very High
15625461,Female,45,613,147224.27,High
15625494,Female,32,573,130234.63,Very High
15625501,Male,38,570,147168.28,Very High
15625522,Male,31,700,145151.96,Medium
15625524,Male,40,512,146457.83,Very High
15625545,Male,52,712,117977.45,Medium
15625584,Male,32,786,79602.86,Low
15625586,Male,35,717,167573.06,Medium
15625592,Male,26,486,31399.4,Very High
15625623,Female,45,567,121053.19,Very High
15625632,Male,36,577,143783.46,Very High
15625641,Female,74,697,16445.79,Medium
15625675,Male,36,569,154775.7,Very High
15625698,Female,23,624,196668.51,High
15625706,Male,45,693,23140.28,Medium
15625713,Female,39,679,6075.36,Medium
15625716,Female,33,637,65316.5,High
15625740,Male,62,627,143104.3,High
15625759,Male,30,729,151869.35,Medium
15625761,Male,41,632,93874.87,High
15625819,Female,38,625,164804.02,High
15625824,Male,30,596,41921.75,High
15625881,Male,37,634,167032.49,High
15625904,Male,26,624,31231.35,High
15625905,Male,41,592,65906.07,High
15625916,Male,32,562,91482.5,Very High
15625929,Female,44,762,24780.13,Low
15625941,Female,50,682,102260.16,Medium
15625942,Female,45,619,113645.4,High
15625944,Male,58,664,60887.58,High
15625964,Female,43,582,170563.73,High
15626008,Female,52,622,162756.29,High
15626012,Male,26,459,50016.17,Very High
15626040,Male,63,793,27166.75,Low
15626042,Female,26,690,93255.85,Medium
15626044,Male,28,762,106024.02,Low
15626114,Male,24,429,46170.75,Very High
15626135,Male,34,689,155495.63,Medium
15626141,Female,26,750,19921.72,Low
15626143,Male,37,695,99692.65,Medium
15626144,Male,40,675,34577.36,Medium
15626147,Female,62,608,175836.03,High
15626156,Female,60,655,86981.45,High
15626212,Male,29,616,166984.44,High
15626233,Female,32,593,151978.36,High
15626243,Male,30,618,31406.93,High
15626322,Female,29,699,164756.81,Medium
15626383,Male,60,596,30314.04,High
15626385,Female,33,714,49672.01,Medium
15626412,Male,39,499,81409.0,Very High
15626414,Male,44,703,151516.7,Medium
15626452,Male,32,711,147720.27,Medium
15626457,Male,31,671,172096.08,Medium
15626474,Female,31,686,4802.25,Medium
15626475,Male,30,685,140889.32,Medium
15626485,Female,26,601,23703.52,High
15626491,Female,45,655,47349.0,High
15626507,Male,27,558,183271.15,Very High
15626578,Male,26,622,153237.59,High
15626608,Male,48,479,85646.41,Very High
15626612,Male,40,741,135163.76,Low
15626628,Female,31,631,127630.88,High
15626679,Male,33,584,59103.13,High
15626684,Female,38,547,159207.34,Very High
15626710,Female,39,642,76821.24,High
15626742,Male,36,694,117140.41,Medium
15626787,Female,31,698,115337.74,Medium
15626795,Female,40,672,113171.61,Medium
15626806,Female,32,668,40652.33,High
15626882,Male,37,662,48233.75,High
15626898,Male,30,743,144407.1,Low
15626900,Male,29,427,93839.3,Very High
15626948,Female,42,701,153342.38,Medium
15626983,Female,48,605,40062.99,High
15626985,Female,39,850,105886.77,Very Low
15627000,Male,40,610,62232.6,High
15627002,Male,38,728,139059.05,Medium
15627027,Male,39,738,114388.98,Medium
15627042,Female,26,555,93122.41,Very High
15627162,Male,27,695,105291.26,Medium
15627185,Male,29,744,141558.04,Low
15627190,Male,51,661,68021.9,High
15627195,Male,26,568,22095.73,Very High
15627203,Male,54,508,175749.36,Very High
15627212,Female,36,630,48984.95,High
15627220,Female,43,735,184570.04,Medium
15627232,Male,44,608,77830.36,High
15627251,Male,34,520,193209.11,Very High
15627262,Male,23,536,120661.71,Very High
15627298,Male,37,589,86490.09,High
15627305,Male,35,606,106837.06,High
15627328,Female,26,542,54869.54,Very High
15627352,Male,46,459,4969.13,Very High
15627360,Male,42,432,110265.24,Very High
15627365,Male,46,732,184350.78,Medium
15627377,Male,41,593,99136.49,High
15627385,Male,34,748,137001.1,Low
15627395,Male,41,643,49667.28,High
15627412,Male,39,605,199390.45,High
15627439,Female,36,624,186180.42,High
15627484,Female,47,686,124170.9,Medium
15627514,Female,46,688,104902.68,Medium
15627517,Male,27,497,167522.19,Very High
15627630,Female,41,599,96069.82,High
15627637,Male,23,709,63446.47,Medium
15627665,Male,46,614,74379.57,High
15627697,Male,34,662,21497.27,High
15627699,Male,32,558,190019.61,Very High
15627741,Female,29,631,31613.35,High
15627801,Male,33,512,94670.77,Very High
15627830,Female,30,640,141446.01,High
15627840,Female,42,682,91981.85,Medium
15627847,Male,40,850,136985.08,Very Low
15627848,Male,38,683,102665.92,Medium
15627854,Male,44,707,135077.01,Medium
15627859,Male,29,607,163257.44,High
15627876,Female,47,719,63051.32,Medium
15627881,Male,30,603,47536.46,High
15627971,Female,32,504,16281.94,Very High
15627995,Female,26,756,135034.57,Low
15627999,Male,30,590,83090.35,High
15628007,Male,33,653,53379.52,High
15628008,Female,29,781,112202.64,Low
15628034,Female,37,629,23971.33,High
15628059,Male,61,529,191370.97,Very High
15628112,Female,36,771,99805.99,Low
15628123,Female,28,632,145157.97,High
15628144,Female,72,635,27448.33,High
15628145,Female,43,682,193318.33,Medium
15628155,Female,35,410,109733.73,Very High
15628170,Female,32,565,143287.58,Very High
15628203,Female,38,637,119882.86,High
15628205,Female,34,571,195651.66,Very High
15628219,Female,37,665,110359.68,High
15628272,Female,36,774,75304.09,Low
15628274,Male,35,583,42143.55,High
15628279,Female,38,624,163666.85,High
15628292,Male,32,850,151677.31,Very Low
15628298,Female,47,500,179227.12,Very High
15628303,Male,35,738,15650.73,Medium
15628308,Female,24,850,13159.9,Very Low
15628319,Female,28,792,38190.78,Low
15628420,Male,33,660,150422.35,High
15628523,Female,24,539,198161.07,Very High
15628530,Male,42,694,88890.75,Medium
15628558,Female,44,447,75408.24,Very High
15628583,Female,30,709,161388.22,Medium
15628600,Female,31,807,194257.11,Very Low
15628674,Male,40,844,31904.31,Very Low
15628697,Male,46,631,93503.02,High
15628715,Female,36,709,69676.55,Medium
15628767,Female,63,608,175696.16,High
15628813,Female,43,693,9241.78,Medium
15628824,Female,37,665,183542.08,High
15628863,Male,38,601,38020.05,High
15628886,Male,56,677,60590.72,Medium
15628893,Male,29,681,66367.33,Medium
15628904,Male,35,733,45959.86,Medium
15628936,Male,28,692,16064.25,Medium
15628947,Female,38,693,78133.48,Medium
15628950,Male,25,501,114774.35,Very High
15628963,Male,43,601,111249.62,High
15628972,Male,32,699,127443.82,Medium
15628992,Male,32,850,54416.18,Very Low
15628999,Male,79,732,104222.8,Medium
15629002,Male,36,747,180693.61,Low
15629010,Female,35,847,183584.14,Very Low
15629078,Female,45,850,192744.23,Very Low
15629094,Female,36,528,149912.28,Very High
15629117,Male,28,584,19834.32,High
15629128,Male,42,774,162865.52,Low
15629133,Female,27,579,126838.7,Very High
15629150,Female,37,721,70810.8,Medium
15629187,Male,38,535,9238.35,Very High
15629244,Male,50,635,54560.79,High
15629273,Male,42,638,193471.74,High
15629299,Female,52,546,23548.45,Very High
15629323,Female,37,617,175324.74,High
15629338,Female,31,658,103644.98,High
15629390,Male,37,653,144880.81,High
15629448,Male,38,632,92816.86,High
15629475,Male,41,656,158973.77,High
15629511,Male,49,738,123499.27,Medium
15629519,Female,37,472,48357.9,Very High
15629545,Female,41,790,86776.38,Low
15629551,Female,44,615,110718.02,High
15629575,Male,36,717,179128.69,Medium
15629603,Male,31,607,43196.5,High
15629617,Male,23,572,67040.12,Very High
15629677,Female,39,687,188150.6,Medium
15629739,Female,31,621,90384.26,High
15629744,Female,71,804,147995.96,Very Low
15629750,Male,35,697,64771.61,Medium
15629787,Male,27,652,44435.76,High
15629793,Male,28,652,198251.52,High
15629846,Female,47,827,108977.5,Very Low
15629885,Female,33,850,183983.82,Very Low
15629985,Female,47,723,103379.31,Medium
15630053,Male,45,656,87107.57,High
15630106,Male,29,496,55389.59,Very High
15630113,Male,35,593,20008.46,High
15630167,Female,39,684,120612.11,Medium
15630195,Female,40,745,49815.62,Low
15630241,Male,61,594,192434.11,High
15630244,Male,40,457,150757.35,Very High
15630321,Male,44,680,86935.08,Medium
15630328,Female,48,635,43250.3,High
15630349,Male,23,543,117832.39,Very High
15630363,Female,39,437,22191.82,Very High
15630402,Female,31,594,5719.11,High
15630413,Female,41,608,72462.25,High
15630419,Male,44,634,57121.51,High
15630466,Male,45,797,125110.02,Low
15630511,Female,33,691,164074.89,Medium
15630551,Male,33,696,7035.36,Medium
15630580,Male,34,751,27097.82,Low
15630592,Female,45,516,95273.73,Very High
15630617,Male,36,727,113033.73,Medium
15630641,Female,37,846,41516.44,Very Low
15630661,Female,25,614,58965.04,High
15630698,Female,55,745,51548.14,Low
15630704,Male,32,612,177092.16,High
15630709,Female,31,619,2181.94,High
15630725,Female,45,649,173365.9,High
15630857,Female,39,674,9574.83,Medium
15630910,Female,49,800,47125.11,Very Low
15630913,Female,69,476,134260.34,Very High
15630920,Male,34,724,78560.64,Medium
15631054,Female,24,625,180969.55,High
15631063,Female,33,710,72945.32,Medium
15631070,Male,55,667,137674.96,High
15631072,Male,38,690,55034.02,Medium
15631159,Male,41,705,142514.66,Medium
15631162,Male,32,631,196342.66,High
15631170,Male,45,695,30793.61,Medium
15631189,Male,38,613,78566.64,High
15631201,Female,28,472,1801.77,Very High
15631217,Male,40,663,33607.72,High
15631222,Female,39,485,70665.16,Very High
15631240,Female,36,645,12096.61,High
15631267,Male,50,641,130910.78,High
15631305,Female,28,599,60843.09,High
15631310,Female,53,537,91406.62,Very High
15631333,Female,25,677,42410.21,Medium
15631339,Male,28,791,174435.48,Low
15631359,Female,38,489,85231.88,Very High
15631392,Male,43,654,82081.35,High
15631406,Male,50,459,155721.15,Very High
15631436,Male,35,564,158937.55,Very High
15631451,Female,28,604,69056.26,High
15631457,Male,37,639,173386.95,High
15631460,Female,42,671,128449.33,Medium
15631481,Male,51,673,172200.91,Medium
15631512,Female,26,597,42330.58,High
15631603,Male,32,813,26476.18,Very Low
