customer_id,balance,monthly_charges,total_charges,payment_method,paperless_billing
15622833,130420.2,132.13,15855.6,Bank transfer,1
15622834,0.0,116.6,5596.8,Debit card,1
15622897,0.0,113.71,5458.08,Debit card,0
15622911,105420.18,128.99,6191.52,Bank transfer,1
15622985,0.0,156.12,7493.76,Electronic check,1
15622993,124695.72,163.75,15720.0,Credit card,1
15623053,123177.01,154.07,3697.68,Credit card,1
15623062,85089.3,84.46,5067.6,Credit card,0
15623063,110067.71,134.91,12951.36,Credit card,1
15623072,0.0,71.1,4266.0,Debit card,0
15623082,0.0,105.36,2528.64,Debit card,0
15623102,116980.78,104.91,7553.52,Bank transfer,0
15623107,74274.87,101.23,3644.28,Credit card,0
15623143,0.0,176.62,19074.96,Debit card,1
15623196,149238.97,115.91,8345.52,Credit card,0
15623202,102556.18,182.69,21922.8,Credit card,1
15623210,149349.58,173.0,16608.0,Bank transfer,1
15623219,0.0,112.99,10847.04,Debit card,1
15623220,0.0,55.01,2640.48,Debit card,0
15623277,0.0,187.45,17995.2,Debit card,1
15623314,190353.08,105.86,3810.96,Credit card,0
15623346,0.0,50.19,2409.12,Debit card,0
15623357,120596.93,180.5,4332.0,Bank transfer,1
15623369,105355.81,27.91,3349.2,Credit card,0
15623430,0.0,158.83,17153.64,Debit card,1
15623450,135842.89,116.89,9818.76,Credit card,1
15623471,98205.77,173.66,6251.76,Credit card,1
15623478,102954.68,151.9,7291.2,Bank transfer,1
15623489,128843.67,143.5,143.5,Credit card,1
15623499,108437.89,134.12,14484.96,Bank transfer,1
15623502,98365.33,63.63,3054.24,Credit card,0
15623521,123105.88,163.94,17705.52,Credit card,1
15623525,125175.58,91.41,91.41,Credit card,0
15623536,154439.86,178.1,178.1,Credit card,1
15623560,102482.76,72.37,5210.64,Credit card,0
15623566,46520.69,99.55,10751.4,Credit card,0
15623595,0.0,100.72,2417.28,Debit card,0
15623630,116251.24,64.8,2332.8,Bank transfer,0
15623644,0.0,65.13,5470.92,Debit card,0
15623647,135515.76,104.01,1248.12,Credit card,0
15623649,0.0,36.84,1326.24,Debit card,0
15623668,154741.45,68.2,1636.8,Bank transfer,0
15623695,0.0,142.36,6833.28,Debit card,1
15623712,0.0,105.17,6310.2,Debit card,0
15623730,0.0,83.94,1007.28,Electronic check,0
15623744,105302.66,130.43,12521.28,Credit card,1
15623791,109740.62,146.71,5281.56,Credit card,1
15623828,0.0,146.55,7034.4,Electronic check,1
15623858,0.0,135.76,14662.08,Electronic check,1
15623927,0.0,102.71,11092.68,Debit card,0
15623944,0.0,13.37,641.76,Debit card,0
15623966,0.0,45.99,1103.76,Electronic check,0
15623972,123575.51,109.83,11861.64,Bank transfer,0
15623989,0.0,142.76,5139.36,Debit card,1
15624013,109844.81,49.55,3567.6,Credit card,0
15624068,0.0,117.26,117.26,Electronic check,1
15624072,0.0,170.8,20496.0,Debit card,1
15624170,81550.94,135.38,6498.24,Bank transfer,1
15624180,134171.8,127.23,15267.6,Credit card,0
15624186,123616.43,141.34,8480.4,Bank transfer,1
15624188,0.0,182.91,13169.52,Debit card,1
15624229,0.0,33.6,1612.8,Debit card,0
15624293,106511.85,73.87,2659.32,Credit card,0
15624323,0.0,186.69,8961.12,Debit card,1
15624343,129667.77,66.47,5583.48,Bank transfer,0
15624347,0.0,147.1,7060.8,Debit card,1
15624374,0.0,25.79,2785.32,Electronic check,0
15624388,155393.32,108.1,6486.0,Credit card,0
15624391,100683.54,175.74,10544.4,Credit card,1
15624397,71240.3,129.13,12396.48,Bank transfer,1
15624423,99986.98,190.82,18318.72,Credit card,1
15624424,0.0,109.39,1312.68,Debit card,1
15624428,40224.7,166.65,13998.6,Credit card,1
15624437,0.0,59.78,717.36,Debit card,0
15624451,0.0,121.06,4358.16,Debit card,1
15624471,0.0,115.08,8285.76,Debit card,1
15624510,139781.06,55.84,4020.48,Credit card,0
15624519,97092.87,88.87,9597.96,Credit card,0
15624528,116244.14,120.72,10140.48,Credit card,0
15624592,0.0,165.6,15897.6,Debit card,1
15624595,124580.69,46.34,2780.4,Credit card,0
15624596,104822.45,161.2,9672.0,Bank transfer,1
15624611,128650.11,179.67,17248.32,Credit card,1
15624623,104088.59,139.33,16719.6,Bank transfer,1
15624633,74989.58,165.76,17902.08,Credit card,1
15624641,0.0,178.08,19232.64,Debit card,1
15624667,135871.5,105.06,7564.32,Credit card,0
15624677,122304.65,70.68,2544.48,Bank transfer,0
15624695,140301.72,182.43,15324.12,Bank transfer,1
15624703,129847.75,207.91,22454.28,Credit card,1
15624715,0.0,16.33,391.92,Debit card,0
15624729,197041.8,168.15,168.15,Bank transfer,1
15624744,115766.26,89.49,9664.92,Bank transfer,0
15624755,109628.44,186.25,6705.0,Credit card,1
15624775,94203.8,111.46,2675.04,Bank transfer,1
15624781,142151.75,185.95,2231.4,Credit card,1
15624793,184244.86,125.55,7533.0,Credit card,1
15624820,50911.21,124.99,10499.16,Bank transfer,0
15624850,153972.89,99.44,11932.8,Credit card,0
15624866,168735.74,107.95,3886.2,Bank transfer,0
15624892,93978.96,88.64,7445.76,Credit card,0
15624936,129205.49,97.34,9344.64,Credit card,0
15624975,145118.83,98.55,1182.6,Bank transfer,0
15624993,128518.98,68.42,5747.28,Credit card,0
15624995,152926.6,77.36,5569.92,Credit card,0
15625021,0.0,39.55,949.2,Debit card,0
15625023,0.0,99.79,4789.92,Electronic check,1
15625035,160139.59,114.12,10955.52,Credit card,0
15625047,0.0,168.35,10101.0,Debit card,1
15625080,0.0,156.93,15065.28,Debit card,1
15625092,101465.31,63.53,2287.08,Credit card,0
15625126,0.0,140.13,10089.36,Debit card,1
15625141,0.0,29.12,2446.08,Electronic check,0
15625151,116037.76,183.27,19793.16,Bank transfer,1
15625175,97067.69,77.33,5567.76,Bank transfer,0
15625247,0.0,107.37,1288.44,Electronic check,1
15625311,92618.62,110.21,9257.64,Credit card,1
15625395,105795.9,62.22,4479.84,Credit card,0
15625426,161608.81,42.98,1547.28,Credit card,0
15625445,68348.18,76.25,7320.0,Bank transfer,0
15625461,187841.99,174.86,2098.32,Credit card,1
15625494,125321.84,151.33,16343.64,Credit card,1
15625501,127201.58,153.72,1844.64,Credit card,1
15625522,0.0,144.96,12176.64,Electronic check,1
15625524,0.0,146.05,8763.0,Debit card,1
15625545,0.0,110.31,11913.48,Debit card,1
15625584,120452.4,108.4,2601.6,Bank transfer,0
15625586,0.0,151.64,7278.72,Debit card,1
15625592,0.0,50.17,1204.08,Debit card,0
15625623,0.0,124.88,5994.24,Electronic check,1
15625632,121092.47,161.98,5831.28,Bank transfer,1
15625641,108071.36,53.92,1941.12,Credit card,0
15625675,67087.69,151.04,1812.48,Credit card,1
15625698,0.0,187.89,13528.08,Electronic check,1
15625706,116546.59,60.77,1458.48,Bank transfer,0
15625713,91187.9,30.74,2582.16,Bank transfer,0
15625716,113913.53,83.52,9020.16,Bank transfer,0
15625740,143426.34,164.77,5931.72,Credit card,1
15625759,0.0,150.56,16260.48,Debit card,1
15625761,127205.32,145.31,13949.76,Credit card,0
15625819,0.0,149.34,12544.56,Debit card,1
15625824,121345.88,101.14,7282.08,Credit card,0
15625881,111432.77,179.91,6476.76,Credit card,1
15625904,74681.9,61.23,6612.84,Bank transfer,0
15625905,0.0,78.92,78.92,Debit card,0
15625916,161628.66,112.48,8098.56,Credit card,0
15625929,159316.64,56.55,4750.2,Bank transfer,0
15625941,128039.01,116.42,13970.4,Credit card,1
15625942,0.0,118.7,118.7,Electronic check,1
15625944,98668.18,77.54,4652.4,Credit card,0
15625964,153313.67,177.13,10627.8,Bank transfer,1
15626008,111973.97,164.43,17758.44,Credit card,1
15626012,149879.66,76.16,3655.68,Bank transfer,0
15626040,0.0,46.64,46.64,Electronic check,0
15626042,0.0,101.71,2441.04,Debit card,0
15626044,125155.83,131.13,4720.68,Credit card,1
15626114,95741.75,64.84,3112.32,Credit card,0
15626135,165312.27,166.38,1996.56,Credit card,1
15626141,151510.17,63.33,759.96,Credit card,0
15626143,0.0,107.08,2569.92,Debit card,0
15626144,113208.86,69.8,5863.2,Credit card,0
15626147,144976.5,180.28,17306.88,Bank transfer,1
15626156,0.0,96.48,3473.28,Debit card,0
15626212,0.0,151.15,16324.2,Debit card,1
15626233,0.0,150.65,5423.4,Debit card,1
15626243,133844.22,58.25,2097.0,Credit card,0
15626322,127570.93,180.43,19486.44,Credit card,1
15626383,121907.97,55.55,4666.2,Bank transfer,0
15626385,103121.33,80.86,9703.2,Credit card,0
15626412,0.0,91.84,6612.48,Debit card,0
15626414,98862.54,153.09,11022.48,Credit card,1
15626452,0.0,147.1,8826.0,Debit card,1
15626457,116234.61,172.85,172.85,Credit card,1
15626474,0.0,28.0,336.0,Debit card,0
15626475,0.0,141.41,3393.84,Debit card,1
15626485,78892.23,43.59,4184.64,Credit card,0
15626491,57327.04,60.06,5045.04,Bank transfer,0
15626507,152283.39,187.57,2250.84,Credit card,1
15626578,0.0,151.7,16383.6,Debit card,1
15626608,87070.23,96.43,5785.8,Bank transfer,0
15626612,104784.23,140.35,6736.8,Credit card,1
15626628,88161.85,143.58,3445.92,Credit card,1
15626679,0.0,73.25,2637.0,Electronic check,0
15626684,167539.97,169.8,10188.0,Bank transfer,1
15626710,0.0,76.02,3648.96,Debit card,0
15626742,97530.25,124.25,4473.0,Credit card,1
15626787,185078.26,135.88,13044.48,Bank transfer,1
15626795,0.0,106.31,3827.16,Debit card,1
15626806,0.0,57.88,1389.12,Debit card,0
15626882,94901.09,66.43,3985.8,Credit card,0
15626898,77599.23,143.98,12094.32,Bank transfer,1
15626900,141325.56,111.4,1336.8,Credit card,0
15626948,86167.82,152.71,10995.12,Credit card,1
15626983,0.0,57.39,4132.08,Debit card,0
15626985,104386.53,115.9,115.9,Credit card,1
15627000,0.0,75.86,75.86,Debit card,0
15627002,115934.74,145.27,1743.24,Credit card,1
15627027,0.0,119.32,7159.2,Debit card,1
15627042,0.0,101.6,8534.4,Debit card,0
15627162,125552.96,118.58,8537.76,Credit card,1
15627185,123737.04,160.53,11558.16,Credit card,1
15627190,146606.6,90.68,6528.96,Credit card,0
15627195,112930.28,59.35,712.2,Credit card,0
15627203,0.0,158.46,19015.2,Debit card,1
15627212,110414.48,69.38,1665.12,Credit card,0
15627220,98807.45,180.63,19508.04,Bank transfer,1
15627232,114203.47,93.99,7895.16,Credit card,0
15627251,134007.9,193.11,9269.28,Credit card,1
15627262,92366.72,138.41,9965.52,Credit card,1
15627298,85146.48,108.85,9143.4,Credit card,0
15627305,0.0,101.03,8486.52,Debit card,1
15627328,0.0,69.72,1673.28,Debit card,0
15627352,110356.42,32.69,2745.96,Credit card,0
15627360,152603.45,126.78,13692.24,Credit card,1
15627365,0.0,177.63,177.63,Debit card,1
15627377,0.0,106.61,7675.92,Debit card,0
15627385,84009.47,138.77,8326.2,Credit card,1
15627395,154902.66,76.62,6436.08,Credit card,0
15627412,0.0,190.16,6845.76,Debit card,1
15627439,0.0,179.15,21498.0,Electronic check,1
15627484,113328.93,132.48,7948.8,Credit card,1
15627514,0.0,111.42,4011.12,Electronic check,1
15627517,149400.27,174.01,14616.84,Bank transfer,1
15627630,0.0,104.06,1248.72,Debit card,0
15627637,73314.04,87.87,8435.52,Credit card,0
15627665,0.0,73.98,3551.04,Debit card,0
15627697,0.0,41.91,1005.84,Electronic check,0
15627699,105000.23,186.1,22332.0,Credit card,1
15627741,96863.52,64.87,1556.88,Credit card,0
15627801,176666.62,117.39,4226.04,Credit card,0
15627830,32197.64,134.7,8082.0,Bank transfer,1
15627840,0.0,88.65,88.65,Electronic check,0
15627847,0.0,126.15,9082.8,Debit card,1
15627848,109346.13,125.96,10580.64,Credit card,1
15627854,0.0,136.56,4916.16,Debit card,1
15627859,102609.0,163.44,13728.96,Credit card,1
15627876,116393.59,82.0,8856.0,Credit card,0
15627881,0.0,63.61,6106.56,Debit card,0
15627971,206663.75,56.57,5430.72,Bank transfer,0
15627995,155143.52,147.8,8868.0,Bank transfer,1
15627999,0.0,93.24,3356.64,Debit card,0
15628007,0.0,68.48,821.76,Electronic check,0
15628008,98759.89,120.32,8663.04,Bank transfer,1
15628034,129101.3,51.34,3696.48,Credit card,0
15628059,0.0,183.48,2201.76,Debit card,1
15628112,77846.9,106.85,6411.0,Bank transfer,0
15628123,118890.81,150.8,9048.0,Bank transfer,1
15628144,74812.84,46.1,2212.8,Bank transfer,0
15628145,125851.93,191.98,11518.8,Credit card,1
15628155,117183.74,121.02,10165.68,Credit card,1
15628170,68067.24,141.62,15294.96,Credit card,1
15628203,104339.56,127.55,4591.8,Bank transfer,1
15628205,101736.66,190.3,2283.6,Bank transfer,1
15628219,111911.63,120.75,4347.0,Credit card,1
15628272,114997.42,92.0,9936.0,Credit card,0
15628274,149995.72,81.62,7835.52,Credit card,0
15628279,0.0,160.39,5774.04,Debit card,1
15628292,156001.68,173.8,8342.4,Credit card,1
15628298,128486.11,180.63,17340.48,Credit card,1
15628303,0.0,25.04,901.44,Debit card,0
15628308,0.0,34.97,2517.84,Debit card,0
15628319,130142.79,63.35,3040.8,Credit card,0
15628420,80462.24,149.42,3586.08,Bank transfer,1
15628523,0.0,189.13,6808.68,Debit card,1
15628530,156864.2,121.61,4377.96,Bank transfer,0
15628558,89188.83,88.22,5293.2,Credit card,0
15628583,0.0,158.49,9509.4,Electronic check,1
15628600,141069.18,219.04,2628.48,Credit card,1
15628674,113348.14,55.59,4669.56,Credit card,0
15628697,160736.63,114.03,12315.24,Bank transfer,0
15628715,0.0,82.06,7877.76,Debit card,0
15628767,139529.93,191.34,6888.24,Credit card,1
15628813,152341.55,42.55,2042.4,Credit card,0
15628824,160389.82,189.01,11340.6,Bank transfer,1
15628863,60013.81,52.69,2529.12,Credit card,0
15628886,123959.97,81.09,4865.4,Credit card,0
15628893,0.0,67.31,6461.76,Debit card,0
15628904,102918.38,65.74,6311.04,Credit card,0
15628936,118945.09,43.23,4668.84,Bank transfer,0
15628947,0.0,89.11,3207.96,Electronic check,0
15628950,104013.79,123.25,8874.0,Credit card,1
15628963,141859.12,137.99,4967.64,Credit card,1
15628972,123906.22,160.79,1929.48,Credit card,1
15628992,128647.98,88.64,2127.36,Bank transfer,0
15628999,61811.23,108.12,12974.4,Credit card,1
15629002,102603.3,189.97,18237.12,Credit card,1
15629010,111743.43,181.75,10905.0,Credit card,1
15629078,127258.79,191.71,11502.6,Credit card,1
15629094,156948.41,160.47,1925.64,Credit card,1
15629117,0.0,40.53,4863.6,Debit card,0
15629128,132193.94,179.55,4309.2,Credit card,1
15629133,0.0,129.7,14007.6,Debit card,1
15629150,0.0,83.01,996.12,Debit card,0
15629187,85982.07,32.6,3129.6,Credit card,0
15629244,159453.64,93.39,7844.76,Bank transfer,0
15629273,145177.84,195.0,18720.0,Credit card,1
15629299,106074.89,47.53,570.36,Credit card,0
15629323,116471.43,187.57,9003.36,Credit card,1
15629338,36566.96,103.86,2492.64,Credit card,1
15629390,135847.47,153.11,12861.24,Credit card,1
15629448,120599.21,107.44,1289.28,Credit card,0
15629475,0.0,156.48,3755.52,Debit card,1
15629511,106770.82,130.93,9426.96,Credit card,1
15629519,0.0,64.3,771.6,Debit card,0
15629545,109508.68,100.74,8462.16,Bank transfer,0
15629551,126104.98,135.18,14599.44,Bank transfer,1
15629575,148061.89,183.48,4403.52,Credit card,1
15629603,0.0,60.0,5760.0,Debit card,0
15629617,126873.52,86.9,2085.6,Bank transfer,0
15629677,0.0,192.79,4626.96,Electronic check,1
15629739,100375.39,102.38,9828.48,Credit card,0
15629744,0.0,147.33,14143.68,Electronic check,1
15629750,133087.76,85.94,5156.4,Credit card,0
15629787,107303.72,77.13,9255.6,Bank transfer,0
15629793,156823.7,212.73,20422.08,Credit card,1
15629846,143001.5,136.26,13080.96,Credit card,1
15629885,118004.26,183.02,15373.68,Credit card,1
15629985,90450.0,123.72,14846.4,Bank transfer,1
15630053,127864.4,103.77,6226.2,Credit card,0
15630106,0.0,70.16,1683.84,Debit card,0
15630113,161637.75,52.92,2540.16,Credit card,0
15630167,139723.9,133.47,6406.56,Credit card,1
15630195,131184.67,73.19,5269.68,Credit card,0
15630241,62391.22,181.72,6541.92,Credit card,1
15630244,134320.23,169.78,20373.6,Credit card,1
15630321,0.0,96.45,3472.2,Debit card,0
15630328,130796.33,79.66,7647.36,Credit card,0
15630349,0.0,122.19,7331.4,Debit card,1
15630363,102721.49,45.9,45.9,Bank transfer,0
15630402,0.0,16.77,1811.16,Electronic check,0
15630413,0.0,84.39,5063.4,Debit card,0
15630419,149961.11,82.1,8866.8,Credit card,0
15630466,0.0,116.26,11160.96,Electronic check,1
15630511,0.0,160.73,11572.56,Debit card,1
15630551,163139.27,42.33,1015.92,Credit card,0
15630580,108513.25,62.86,6788.88,Credit card,0
15630592,0.0,91.39,4386.72,Debit card,0
15630617,140418.81,127.26,9162.72,Credit card,1
15630641,127103.97,65.66,4727.52,Credit card,0
15630661,75212.28,72.42,8690.4,Credit card,0
15630698,110123.59,71.48,7719.84,Bank transfer,0
15630704,106520.73,187.55,20255.4,Credit card,1
15630709,56116.3,34.24,821.76,Bank transfer,0
15630725,92786.66,170.39,10223.4,Credit card,1
15630857,0.0,31.98,2302.56,Debit card,0
15630910,108007.36,67.47,5667.48,Bank transfer,0
15630913,105303.73,139.68,1676.16,Bank transfer,1
15630920,154485.74,112.64,2703.36,Bank transfer,0
15631054,0.0,174.81,2097.72,Debit card,1
15631063,0.0,84.79,2034.96,Debit card,0
15631070,154393.43,149.89,16188.12,Credit card,1
15631072,94456.0,84.03,1008.36,Bank transfer,0
15631159,72252.64,153.6,7372.8,Credit card,1
15631162,0.0,187.62,22514.4,Electronic check,1
15631170,0.0,49.66,1787.76,Debit card,0
15631189,67111.65,87.54,9454.32,Credit card,0
15631201,0.0,25.5,1224.0,Debit card,0
15631217,156218.19,63.44,4567.68,Bank transfer,0
15631222,75339.64,82.19,1972.56,Credit card,0
15631240,0.0,34.08,3271.68,Debit card,0
15631267,153590.73,156.13,11241.36,Credit card,1
15631305,126833.79,93.73,4499.04,Credit card,0
15631310,0.0,88.17,3174.12,Debit card,0
15631333,130866.19,66.97,6429.12,Credit card,0
15631339,0.0,157.36,7553.28,Debit card,1
15631359,117289.92,100.62,6037.2,Bank transfer,0
15631392,84673.17,105.1,11350.8,Bank transfer,0
15631406,109387.9,158.18,9490.8,Credit card,1
15631436,0.0,144.45,6933.6,Debit card,1
15631451,0.0,81.55,5871.6,Debit card,0
15631457,98186.7,171.22,10273.2,Bank transfer,1
15631460,0.0,131.04,4717.44,Debit card,1
15631481,79563.36,179.44,17226.24,Credit card,1
15631512,149989.39,69.77,6697.92,Credit card,0
15631603,122889.88,52.5,630.0,Credit card,0
15631639,95452.89,176.29,12692.88,Bank transfer,1
15631681,0.0,95.27,95.27,Electronic check,0
15631685,163894.35,84.14,1009.68,Bank transfer,0
15631693,0.0,86.3,7249.2,Debit card,0
15631709,101675.22,76.78,1842.72,Credit card,0
15631721,163965.69,134.85,14563.8,Bank transfer,1
15631739,122109.78,136.7,16404.0,Credit card,1
15631756,147813.05,137.03,8221.8,Bank transfer,1
15631800,98431.37,89.85,3234.6,Bank transfer,0
15631813,0.0,73.07,5261.04,Debit card,0
15631838,108166.09,47.43,2845.8,Bank transfer,0
15631848,121508.28,152.55,16475.4,Credit card,1
15631868,153804.44,107.75,2586.0,Credit card,0
15631871,116936.81,116.52,9787.68,Credit card,1
15631882,103399.87,135.74,14659.92,Bank transfer,1
15631912,136291.71,77.54,7443.84,Credit card,0
15631927,0.0,178.72,15012.48,Electronic check,1
15632010,121260.19,106.54,8949.36,Credit card,0
15632050,99786.2,99.41,11929.2,Credit card,0
15632051,128707.31,83.88,10065.6,Credit card,0
15632069,125211.55,163.2,15667.2,Credit card,1
15632079,156282.79,73.76,7080.96,Credit card,0
15632118,164450.94,154.98,9298.8,Credit card,1
15632125,63832.43,99.66,5979.6,Credit card,0
15632143,119148.55,154.66,3711.84,Bank transfer,1
15632185,82228.67,95.8,1149.6,Credit card,0
15632210,171770.55,56.72,1361.28,Credit card,0
15632256,127504.57,102.94,8646.96,Bank transfer,0
15632263,120355.0,144.88,8692.8,Credit card,1
15632264,0.0,45.88,5505.6,Debit card,0
15632272,0.0,101.22,2429.28,Debit card,0
15632275,0.0,117.28,2814.72,Debit card,1
15632280,0.0,116.74,12607.92,Debit card,1
15632324,0.0,159.29,13380.36,Debit card,1
15632344,99045.93,78.16,78.16,Credit card,0
15632345,0.0,61.36,2945.28,Debit card,0
15632365,142871.27,110.21,10580.16,Bank transfer,0
15632439,0.0,63.55,3050.4,Electronic check,0
15632446,0.0,174.27,8364.96,Electronic check,1
15632472,159397.75,83.68,1004.16,Bank transfer,0
15632503,148326.09,193.92,193.92,Credit card,1
15632521,130170.82,169.24,169.24,Credit card,1
15632538,145553.07,60.07,3604.2,Credit card,0
15632551,77743.01,98.44,4725.12,Credit card,0
15632575,0.0,114.5,12366.0,Debit card,1
15632576,93249.4,90.43,4340.64,Credit card,0
15632609,160132.75,63.37,7604.4,Credit card,0
15632665,0.0,118.5,2844.0,Electronic check,1
15632669,0.0,118.72,5698.56,Debit card,1
15632736,104911.35,75.51,2718.36,Credit card,0
15632789,0.0,44.09,4232.64,Debit card,0
15632793,103417.74,40.29,4351.32,Credit card,0
15632816,127948.57,183.5,4404.0,Credit card,1
15632826,134006.77,106.75,3843.0,Credit card,0
15632848,69518.95,119.29,1431.48,Credit card,1
15632850,0.0,165.95,15931.2,Debit card,1
15632859,0.0,139.62,11728.08,Electronic check,1
15632882,126817.13,68.02,816.24,Credit card,0
15632899,104508.77,100.6,10864.8,Bank transfer,0
15632967,0.0,111.25,4005.0,Debit card,1
15632977,0.0,145.49,8729.4,Electronic check,1
15633043,0.0,44.01,3168.72,Electronic check,0
15633059,0.0,29.45,3180.6,Electronic check,0
15633064,0.0,77.68,3728.64,Debit card,0
15633108,139848.17,170.22,8170.56,Credit card,1
15633112,118199.97,49.61,1785.96,Credit card,0
15633141,174902.26,95.8,4598.4,Credit card,0
15633181,71269.89,139.62,10052.64,Bank transfer,1
15633194,108309.0,178.84,21460.8,Credit card,1
15633213,0.0,132.31,12701.76,Electronic check,1
15633227,85146.36,27.11,2927.88,Bank transfer,0
15633233,100374.58,125.8,1509.6,Credit card,1
15633260,142663.46,107.29,1287.48,Bank transfer,0
15633274,160515.37,137.66,11563.44,Credit card,1
15633283,0.0,78.03,7490.88,Debit card,0
15633352,175443.75,132.62,9548.64,Credit card,1
15633378,0.0,172.62,18642.96,Debit card,1
15633419,143124.63,113.57,1362.84,Credit card,0
15633461,130170.82,156.19,9371.4,Credit card,1
15633474,138553.57,109.79,2634.96,Credit card,0
15633516,0.0,152.41,1828.92,Electronic check,1
15633525,0.0,128.9,10827.6,Electronic check,1
15633531,138489.66,89.77,9695.16,Credit card,0
15633537,87271.41,180.9,19537.2,Credit card,1
15633546,124832.51,193.96,6982.56,Credit card,1
15633574,167545.32,144.0,6912.0,Credit card,1
15633586,120962.13,49.57,4163.88,Bank transfer,0
15633608,146193.6,92.43,2218.32,Credit card,0
15633612,172646.82,134.96,6478.08,Credit card,1
15633640,161209.66,110.42,5300.16,Credit card,0
15633648,0.0,69.85,4191.0,Debit card,0
15633650,146720.98,49.5,4752.0,Credit card,0
15633666,123870.07,112.08,9414.72,Credit card,0
15633729,112751.13,52.52,6302.4,Credit card,0
15633818,0.0,134.93,14572.44,Debit card,1
15633834,99705.69,161.23,5804.28,Bank transfer,1
15633840,125023.1,133.0,133.0,Credit card,1
15633854,0.0,163.91,5900.76,Debit card,1
15633866,110824.52,76.87,922.44,Credit card,0
15633870,0.0,107.96,12955.2,Debit card,1
15633877,95386.82,89.42,8584.32,Credit card,0
15633897,50880.98,184.99,2219.88,Credit card,1
15633922,123217.66,162.64,7806.72,Bank transfer,1
15633930,157559.59,165.13,11889.36,Credit card,1
15633944,136659.74,44.32,1595.52,Credit card,0
15633950,101960.74,130.25,1563.0,Credit card,1
15634141,192390.52,53.54,5139.84,Credit card,0
15634143,53291.86,183.81,183.81,Bank transfer,1
15634146,142872.36,131.46,3155.04,Credit card,1
15634180,97268.1,71.39,3426.72,Credit card,0
15634218,95331.83,148.39,7122.72,Credit card,1
15634245,95523.16,87.41,9440.28,Credit card,0
15634262,148375.19,64.19,3081.12,Credit card,0
15634267,0.0,167.89,10073.4,Debit card,1
15634281,110822.9,89.34,10720.8,Bank transfer,0
15634295,96473.59,31.44,377.28,Bank transfer,0
15634310,0.0,174.5,12564.0,Debit card,1
15634359,98635.77,193.44,11606.4,Credit card,1
15634373,0.0,111.63,6697.8,Electronic check,1
15634375,0.0,93.34,8960.64,Electronic check,0
15634491,176166.56,177.27,4254.48,Credit card,1
15634501,140614.15,178.41,2140.92,Bank transfer,1
15634551,115248.11,174.25,6273.0,Credit card,1
15634564,112713.34,176.3,16924.8,Credit card,1
15634591,73059.38,178.19,17106.24,Credit card,1
15634602,0.0,96.46,2315.04,Debit card,1
15634606,0.0,171.43,2057.16,Debit card,1
15634628,65667.79,171.02,2052.24,Bank transfer,1
15634632,0.0,81.07,2918.52,Debit card,0
15634719,0.0,176.53,176.53,Debit card,1
15634772,122661.39,101.07,101.07,Bank transfer,0
15634792,0.0,51.72,5585.76,Electronic check,0
15634815,0.0,160.89,5792.04,Debit card,1
15634844,91536.93,185.29,6670.44,Credit card,1
15634891,102365.49,189.6,15926.4,Credit card,1
15634896,0.0,46.81,3370.32,Electronic check,0
15634936,179904.0,153.3,12877.2,Credit card,1
15634949,161434.36,102.83,6169.8,Credit card,0
15634950,107174.58,133.38,12804.48,Credit card,1
15634968,110689.07,87.87,6326.64,Credit card,0
15634974,75150.34,169.08,16231.68,Bank transfer,1
15635034,101191.83,55.97,6044.76,Credit card,0
15635078,124693.48,186.7,186.7,Bank transfer,1
15635097,188976.89,199.13,4779.12,Bank transfer,1
15635116,0.0,159.9,3837.6,Debit card,1
15635125,120787.18,85.62,2054.88,Credit card,0
15635141,118210.42,91.89,8821.44,Bank transfer,0
15635143,56726.83,187.13,4491.12,Bank transfer,1
15635177,0.0,70.78,2548.08,Debit card,0
15635197,90402.77,28.31,1698.6,Credit card,0
15635240,0.0,43.85,526.2,Electronic check,0
15635244,0.0,106.5,7668.0,Debit card,0
15635256,117687.35,162.44,13644.96,Credit card,1
15635277,142643.54,191.16,16057.44,Credit card,1
15635285,0.0,99.88,9588.48,Debit card,0
15635364,44301.43,117.42,12681.36,Credit card,0
15635367,93844.69,49.76,1194.24,Credit card,0
15635388,89047.14,122.26,8802.72,Credit card,1
15635396,139106.19,151.09,16317.72,Credit card,1
15635435,120633.42,35.03,3783.24,Bank transfer,0
15635459,106116.5,42.98,1547.28,Credit card,0
15635500,61319.63,176.74,4241.76,Bank transfer,1
15635502,0.0,144.64,3471.36,Debit card,1
15635531,0.0,178.45,17131.2,Debit card,1
15635597,0.0,153.41,14727.36,Debit card,1
15635598,0.0,164.02,11809.44,Electronic check,1
15635660,142910.15,121.68,13141.44,Credit card,1
15635703,131513.26,193.16,2317.92,Credit card,1
15635728,0.0,154.32,7407.36,Electronic check,1
15635752,111798.06,125.92,6044.16,Credit card,1
15635775,89276.48,31.19,1122.84,Credit card,0
15635776,154846.24,173.81,10428.6,Credit card,1
15635870,117721.02,189.78,11386.8,Bank transfer,1
15635893,0.0,156.12,14987.52,Debit card,1
15635905,0.0,59.83,4307.76,Debit card,0
15635939,0.0,120.95,13062.6,Debit card,1
15635942,0.0,117.72,12713.76,Debit card,1
15635964,120100.41,119.65,5743.2,Credit card,1
15635972,0.0,179.11,17194.56,Debit card,1
15636016,120777.88,139.89,5036.04,Credit card,1
15636023,0.0,134.58,16149.6,Debit card,1
15636024,109699.08,60.04,2881.92,Credit card,0
