customer_id,tenure_years,contract_type,is_active_member
15617877,0,Month-to-month,1
15617934,9,Two year,1
15617982,3,One year,0
15617991,4,One year,1
15618018,1,Month-to-month,1
15618155,5,One year,1
15618171,9,Two year,1
15618182,2,Month-to-month,0
15618203,8,Two year,1
15618213,7,Two year,1
15618225,8,Two year,0
15618239,0,Month-to-month,0
15618243,1,Month-to-month,1
15618245,1,Month-to-month,0
15618255,6,One year,0
15618258,5,One year,0
15618314,8,Two year,1
15618363,9,Two year,1
15618391,6,One year,1
15618401,10,Two year,1
15618410,7,Two year,0
15618437,10,Two year,1
15618446,8,Two year,1
15618562,0,Month-to-month,0
15618566,7,Two year,1
15618581,8,Two year,1
15618647,1,Month-to-month,1
15618661,6,One year,1
15618695,3,One year,1
15618703,6,One year,1
15618750,8,Two year,0
15618765,0,Month-to-month,1
15618774,3,One year,0
15618816,2,Month-to-month,1
15618926,7,Two year,1
15618936,5,One year,0
15618950,8,Two year,1
15619016,5,One year,1
15619029,2,Month-to-month,0
15619045,4,One year,1
15619083,6,One year,1
15619087,1,Month-to-month,1
15619116,2,Month-to-month,1
15619130,5,One year,1
15619238,8,Two year,0
15619280,4,One year,0
15619304,8,Two year,0
15619340,1,Month-to-month,0
15619343,7,Two year,0
15619360,4,One year,0
15619407,4,One year,1
15619436,3,One year,0
15619465,2,Month-to-month,1
15619494,9,Two year,1
15619514,3,One year,0
15619529,8,Two year,0
15619537,5,One year,1
15619608,10,Two year,0
15619616,9,Two year,0
15619626,3,One year,1
15619653,2,Month-to-month,0
15619674,4,One year,1
15619699,7,Two year,0
15619708,5,One year,0
15619801,1,Month-to-month,1
15619857,2,Month-to-month,1
15619889,4,One year,0
15619892,8,Two year,0
15619898,5,One year,1
15619932,7,Two year,1
15619935,9,Two year,1
15619953,6,One year,0
15619955,3,One year,0
15619972,9,Two year,0
15620000,6,One year,1
15620030,1,Month-to-month,0
15620103,8,Two year,1
15620111,8,Two year,0
15620123,6,One year,0
15620204,1,Month-to-month,1
15620268,3,One year,0
15620276,6,One year,1
15620323,3,One year,0
15620341,9,Two year,0
15620344,6,One year,0
15620372,3,One year,0
15620398,5,One year,0
15620443,6,One year,1
15620505,0,Month-to-month,1
15620507,5,One year,1
15620557,4,One year,1
15620570,4,One year,0
15620577,4,One year,1
15620579,8,Two year,1
15620735,4,One year,0
15620746,4,One year,0
15620750,3,One year,1
15620751,2,Month-to-month,0
15620756,6,One year,1
15620758,4,One year,0
15620832,0,Month-to-month,1
15620836,2,Month-to-month,0
15620936,4,One year,1
15620981,3,One year,0
15620988,2,Month-to-month,0
15621004,7,Two year,0
15621021,1,Month-to-month,0
15621031,8,Two year,0
15621063,8,Two year,0
15621064,5,One year,1
15621075,1,Month-to-month,0
15621083,6,One year,1
15621093,4,One year,0
15621116,5,One year,0
15621140,9,Two year,1
15621195,3,One year,0
15621205,4,One year,1
15621210,9,Two year,1
15621227,7,Two year,1
15621244,0,Month-to-month,1
15621267,5,One year,0
15621353,7,Two year,0
15621409,4,One year,0
15621423,7,Two year,0
15621432,1,Month-to-month,0
15621435,1,Month-to-month,0
15621440,1,Month-to-month,1
15621457,6,One year,0
15621466,3,One year,0
15621520,2,Month-to-month,0
15621546,9,Two year,1
15621550,1,Month-to-month,0
15621611,5,One year,1
15621629,8,Two year,1
15621644,6,One year,1
15621653,10,Two year,1
15621685,2,Month-to-month,0
15621687,0,Month-to-month,0
15621768,6,One year,0
15621815,6,One year,0
15621818,7,Two year,1
15621834,0,Month-to-month,0
15621870,8,Two year,0
15621893,4,One year,1
15621974,4,One year,0
15622003,9,Two year,0
15622017,10,Two year,1
15622033,3,One year,0
15622083,6,One year,0
15622117,8,Two year,0
15622171,8,Two year,0
15622182,3,One year,0
15622192,3,One year,1
15622217,8,Two year,0
15622230,3,One year,1
15622289,9,Two year,1
15622305,2,Month-to-month,1
15622321,3,One year,1
15622370,1,Month-to-month,1
15622442,5,One year,0
15622443,4,One year,1
15622454,0,Month-to-month,1
15622461,7,Two year,0
15622470,10,Two year,1
15622478,7,Two year,0
15622494,2,Month-to-month,0
15622507,3,One year,0
15622518,5,One year,1
15622527,6,One year,1
15622532,0,Month-to-month,1
15622578,5,One year,1
15622585,7,Two year,1
15622631,8,Two year,0
15622658,2,Month-to-month,0
15622729,2,Month-to-month,1
15622750,1,Month-to-month,0
15622774,0,Month-to-month,1
15622801,8,Two year,1
15622833,10,Two year,0
15622834,4,One year,0
15622897,4,One year,0
15622911,4,One year,1
15622985,4,One year,0
15622993,8,Two year,0
15623053,2,Month-to-month,0
15623062,5,One year,1
15623063,8,Two year,0
15623072,5,One year,0
15623082,2,Month-to-month,0
15623102,6,One year,1
15623107,3,One year,0
15623143,9,Two year,0
15623196,6,One year,1
15623202,10,Two year,0
15623210,8,Two year,0
15623219,8,Two year,0
15623220,4,One year,0
15623277,8,Two year,1
15623314,3,One year,0
15623346,4,One year,0
15623357,2,Month-to-month,1
15623369,10,Two year,0
15623430,9,Two year,0
15623450,7,Two year,1
15623471,3,One year,0
15623478,4,One year,1
15623489,0,Month-to-month,1
15623499,9,Two year,0
15623502,4,One year,1
15623521,9,Two year,0
15623525,0,Month-to-month,1
15623536,0,Month-to-month,0
15623560,6,One year,1
15623566,9,Two year,1
15623595,2,Month-to-month,1
15623630,3,One year,1
15623644,7,Two year,0
15623647,1,Month-to-month,0
15623649,3,One year,1
15623668,2,Month-to-month,0
15623695,4,One year,1
15623712,5,One year,0
15623730,1,Month-to-month,1
15623744,8,Two year,1
15623791,3,One year,0
15623828,4,One year,1
15623858,9,Two year,0
15623927,9,Two year,1
15623944,4,One year,0
15623966,2,Month-to-month,1
15623972,9,Two year,1
15623989,3,One year,0
15624013,6,One year,0
15624068,0,Month-to-month,1
15624072,10,Two year,0
15624170,4,One year,1
15624180,10,Two year,1
15624186,5,One year,1
15624188,6,One year,1
15624229,4,One year,1
15624293,3,One year,0
15624323,4,One year,1
15624343,7,Two year,0
15624347,4,One year,1
15624374,9,Two year,1
15624388,5,One year,1
15624391,5,One year,1
15624397,8,Two year,1
15624423,8,Two year,0
15624424,1,Month-to-month,1
15624428,7,Two year,1
15624437,1,Month-to-month,1
15624451,3,One year,0
15624471,6,One year,0
15624510,6,One year,0
15624519,9,Two year,0
15624528,7,Two year,1
15624592,8,Two year,1
15624595,5,One year,1
15624596,5,One year,1
15624611,8,Two year,1
15624623,10,Two year,0
15624633,9,Two year,1
15624641,9,Two year,0
15624667,6,One year,1
15624677,3,One year,0
15624695,7,Two year,1
15624703,9,Two year,0
15624715,2,Month-to-month,1
15624729,0,Month-to-month,0
15624744,9,Two year,0
15624755,3,One year,0
15624775,2,Month-to-month,1
15624781,1,Month-to-month,1
15624793,5,One year,0
15624820,7,Two year,0
15624850,10,Two year,0
15624866,3,One year,0
15624892,7,Two year,0
15624936,8,Two year,1
15624975,1,Month-to-month,1
15624993,7,Two year,1
15624995,6,One year,1
15625021,2,Month-to-month,1
15625023,4,One year,1
15625035,8,Two year,1
15625047,5,One year,1
15625080,8,Two year,0
15625092,3,One year,0
15625126,6,One year,1
15625141,7,Two year,0
15625151,9,Two year,1
15625175,6,One year,1
15625247,1,Month-to-month,0
15625311,7,Two year,1
15625395,6,One year,1
15625426,3,One year,0
15625445,8,Two year,1
15625461,1,Month-to-month,1
15625494,9,Two year,1
15625501,1,Month-to-month,0
15625522,7,Two year,1
15625524,5,One year,1
15625545,9,Two year,1
15625584,2,Month-to-month,0
15625586,4,One year,1
15625592,2,Month-to-month,1
15625623,4,One year,1
15625632,3,One year,1
15625641,3,One year,1
15625675,1,Month-to-month,0
15625698,6,One year,1
15625706,2,Month-to-month,0
15625713,7,Two year,1
15625716,9,Two year,1
15625740,3,One year,1
15625759,9,Two year,0
15625761,8,Two year,0
15625819,7,Two year,0
15625824,6,One year,0
15625881,3,One year,1
15625904,9,Two year,0
15625905,0,Month-to-month,0
15625916,6,One year,0
15625929,7,Two year,0
15625941,10,Two year,1
15625942,0,Month-to-month,0
15625944,5,One year,1
15625964,5,One year,0
15626008,9,Two year,1
15626012,4,One year,0
15626040,0,Month-to-month,1
15626042,2,Month-to-month,1
15626044,3,One year,1
15626114,4,One year,0
15626135,1,Month-to-month,0
15626141,1,Month-to-month,1
15626143,2,Month-to-month,1
15626144,7,Two year,0
15626147,8,Two year,0
15626156,3,One year,1
15626212,9,Two year,1
15626233,3,One year,1
15626243,3,One year,1
15626322,9,Two year,0
15626383,7,Two year,1
15626385,10,Two year,1
15626412,6,One year,1
15626414,6,One year,0
15626452,5,One year,1
15626457,0,Month-to-month,0
15626474,1,Month-to-month,0
15626475,2,Month-to-month,1
15626485,8,Two year,1
15626491,7,Two year,1
15626507,1,Month-to-month,0
15626578,9,Two year,1
15626608,5,One year,1
15626612,4,One year,0
15626628,2,Month-to-month,0
15626679,3,One year,1
15626684,5,One year,1
15626710,4,One year,1
15626742,3,One year,1
15626787,8,Two year,0
15626795,3,One year,0
15626806,2,Month-to-month,1
15626882,5,One year,1
15626898,7,Two year,0
15626900,1,Month-to-month,1
15626948,6,One year,0
15626983,6,One year,1
15626985,0,Month-to-month,0
15627000,0,Month-to-month,0
15627002,1,Month-to-month,1
15627027,5,One year,1
15627042,7,Two year,0
15627162,6,One year,0
15627185,6,One year,0
15627190,6,One year,1
15627195,1,Month-to-month,0
15627203,10,Two year,1
15627212,2,Month-to-month,1
15627220,9,Two year,0
15627232,7,Two year,1
15627251,4,One year,1
15627262,6,One year,0
15627298,7,Two year,0
15627305,7,Two year,0
15627328,2,Month-to-month,1
15627352,7,Two year,0
15627360,9,Two year,0
15627365,0,Month-to-month,1
15627377,6,One year,1
15627385,5,One year,1
15627395,7,Two year,1
15627412,3,One year,0
15627439,10,Two year,1
15627484,5,One year,0
15627514,3,One year,1
15627517,7,Two year,0
15627630,1,Month-to-month,0
15627637,8,Two year,0
15627665,4,One year,0
15627697,2,Month-to-month,1
15627699,10,Two year,0
15627741,2,Month-to-month,1
15627801,3,One year,0
15627830,5,One year,1
15627840,0,Month-to-month,1
15627847,6,One year,0
15627848,7,Two year,0
15627854,3,One year,1
15627859,7,Two year,0
15627876,9,Two year,0
15627881,8,Two year,1
15627971,8,Two year,0
15627995,5,One year,1
15627999,3,One year,0
15628007,1,Month-to-month,0
15628008,6,One year,0
15628034,6,One year,1
15628059,1,Month-to-month,1
15628112,5,One year,0
15628123,5,One year,1
15628144,4,One year,1
15628145,5,One year,1
15628155,7,Two year,1
15628170,9,Two year,0
15628203,3,One year,0
15628205,1,Month-to-month,1
15628219,3,One year,1
15628272,9,Two year,0
15628274,8,Two year,0
15628279,3,One year,1
15628292,4,One year,1
15628298,8,Two year,0
15628303,3,One year,1
15628308,6,One year,1
15628319,4,One year,0
15628420,2,Month-to-month,0
15628523,3,One year,1
15628530,3,One year,0
15628558,5,One year,1
15628583,5,One year,1
15628600,1,Month-to-month,1
15628674,7,Two year,0
15628697,9,Two year,1
15628715,8,Two year,1
15628767,3,One year,1
15628813,4,One year,0
15628824,5,One year,1
15628863,4,One year,1
15628886,5,One year,1
15628893,8,Two year,0
15628904,8,Two year,1
15628936,9,Two year,0
15628947,3,One year,0
15628950,6,One year,0
15628963,3,One year,1
15628972,1,Month-to-month,1
15628992,2,Month-to-month,0
15628999,10,Two year,1
15629002,8,Two year,1
15629010,5,One year,1
15629078,5,One year,1
15629094,1,Month-to-month,1
15629117,10,Two year,0
15629128,2,Month-to-month,1
15629133,9,Two year,0
15629150,1,Month-to-month,0
15629187,8,Two year,0
15629244,7,Two year,0
15629273,8,Two year,0
15629299,1,Month-to-month,1
15629323,4,One year,0
15629338,2,Month-to-month,0
15629390,7,Two year,0
15629448,1,Month-to-month,0
15629475,2,Month-to-month,0
15629511,6,One year,0
15629519,1,Month-to-month,1
15629545,7,Two year,0
15629551,9,Two year,1
15629575,2,Month-to-month,0
15629603,8,Two year,1
15629617,2,Month-to-month,1
15629677,2,Month-to-month,0
15629739,8,Two year,1
15629744,8,Two year,1
15629750,5,One year,0
15629787,10,Two year,0
15629793,8,Two year,0
15629846,8,Two year,0
15629885,7,Two year,0
15629985,10,Two year,0
15630053,5,One year,0
15630106,2,Month-to-month,0
15630113,4,One year,1
15630167,4,One year,1
15630195,6,One year,1
15630241,3,One year,1
15630244,10,Two year,0
15630321,3,One year,0
15630328,8,Two year,1
15630349,5,One year,0
15630363,0,Month-to-month,0
15630402,9,Two year,1
15630413,5,One year,1
15630419,9,Two year,0
15630466,8,Two year,0
15630511,6,One year,0
15630551,2,Month-to-month,1
15630580,9,Two year,1
15630592,4,One year,0
15630617,6,One year,1
15630641,6,One year,1
15630661,10,Two year,0
15630698,9,Two year,1
15630704,9,Two year,0
15630709,2,Month-to-month,0
15630725,5,One year,0
15630857,6,One year,1
15630910,7,Two year,0
15630913,1,Month-to-month,1
15630920,2,Month-to-month,0
15631054,1,Month-to-month,1
15631063,2,Month-to-month,0
15631070,9,Two year,1
15631072,1,Month-to-month,1
15631159,4,One year,1
15631162,10,Two year,1
15631170,3,One year,1
15631189,9,Two year,0
15631201,4,One year,0
15631217,6,One year,1
15631222,2,Month-to-month,1
15631240,8,Two year,1
15631267,6,One year,1
15631305,4,One year,0
15631310,3,One year,1
15631333,8,Two year,0
15631339,4,One year,0
15631359,5,One year,0
15631392,9,Two year,1
15631406,5,One year,0
15631436,4,One year,0
15631451,6,One year,1
15631457,5,One year,1
15631460,3,One year,1
15631481,8,Two year,1
15631512,8,Two year,0
15631603,1,Month-to-month,1
15631639,6,One year,1
15631681,0,Month-to-month,1
15631685,1,Month-to-month,1
15631693,7,Two year,1
15631709,2,Month-to-month,0
15631721,9,Two year,1
15631739,10,Two year,1
15631756,5,One year,0
15631800,3,One year,0
15631813,6,One year,1
15631838,5,One year,1
15631848,9,Two year,1
15631868,2,Month-to-month,1
15631871,7,Two year,1
15631882,9,Two year,0
15631912,8,Two year,0
15631927,7,Two year,0
15632010,7,Two year,0
15632050,10,Two year,0
15632051,10,Two year,0
15632069,8,Two year,0
15632079,8,Two year,0
15632118,5,One year,0
15632125,5,One year,1
15632143,2,Month-to-month,0
15632185,1,Month-to-month,0
15632210,2,Month-to-month,0
15632256,7,Two year,0
15632263,5,One year,0
15632264,10,Two year,0
15632272,2,Month-to-month,0
15632275,2,Month-to-month,0
15632280,9,Two year,0
15632324,7,Two year,1
15632344,0,Month-to-month,0
15632345,4,One year,0
15632365,8,Two year,0
15632439,4,One year,1
15632446,4,One year,0
15632472,1,Month-to-month,1
15632503,0,Month-to-month,0
15632521,0,Month-to-month,0
15632538,5,One year,1
15632551,4,One year,0
15632575,9,Two year,1
15632576,4,One year,0
15632609,10,Two year,0
15632665,2,Month-to-month,1
15632669,4,One year,1
15632736,3,One year,1
15632789,8,Two year,1
15632793,9,Two year,1
15632816,2,Month-to-month,1
15632826,3,One year,0
15632848,1,Month-to-month,0
15632850,8,Two year,1
15632859,7,Two year,1
15632882,1,Month-to-month,1
15632899,9,Two year,0
15632967,3,One year,1
15632977,5,One year,0
15633043,6,One year,0
15633059,9,Two year,0
15633064,4,One year,0
15633108,4,One year,0
15633112,3,One year,0
15633141,4,One year,0
15633181,6,One year,1
15633194,10,Two year,1
15633213,8,Two year,0
15633227,9,Two year,0
15633233,1,Month-to-month,0
15633260,1,Month-to-month,1
15633274,7,Two year,0
15633283,8,Two year,0
15633352,6,One year,0
15633378,9,Two year,0
15633419,1,Month-to-month,0
15633461,5,One year,1
15633474,2,Month-to-month,1
15633516,1,Month-to-month,1
15633525,7,Two year,1
15633531,9,Two year,1
15633537,9,Two year,0
15633546,3,One year,0
15633574,4,One year,0
15633586,7,Two year,0
15633608,2,Month-to-month,1
15633612,4,One year,1
15633640,4,One year,1
15633648,5,One year,0
15633650,8,Two year,1
15633666,7,Two year,0
15633729,10,Two year,1
15633818,9,Two year,0
15633834,3,One year,0
15633840,0,Month-to-month,1
15633854,3,One year,0
15633866,1,Month-to-month,1
15633870,10,Two year,1
15633877,8,Two year,1
15633897,1,Month-to-month,1
15633922,4,One year,1
15633930,6,One year,0
15633944,3,One year,1
15633950,1,Month-to-month,1
15634141,8,Two year,0
15634143,0,Month-to-month,0
15634146,2,Month-to-month,1
15634180,4,One year,0
15634218,4,One year,0
15634245,9,Two year,0
15634262,4,One year,1
15634267,5,One year,0
15634281,10,Two year,0
15634295,1,Month-to-month,0
15634310,6,One year,0
15634359,5,One year,0
15634373,5,One year,1
15634375,8,Two year,0
15634491,2,Month-to-month,1
15634501,1,Month-to-month,1
15634551,3,One year,0
15634564,8,Two year,1
15634591,8,Two year,1
15634602,2,Month-to-month,1
15634606,1,Month-to-month,1
15634628,1,Month-to-month,0
15634632,3,One year,0
15634719,0,Month-to-month,0
15634772,0,Month-to-month,1
15634792,9,Two year,1
15634815,3,One year,1
15634844,3,One year,0
15634891,7,Two year,0
15634896,6,One year,1
15634936,7,Two year,1
15634949,5,One year,1
15634950,8,Two year,1
15634968,6,One year,1
15634974,8,Two year,1
15635034,9,Two year,1
15635078,0,Month-to-month,1
15635097,2,Month-to-month,1
15635116,2,Month-to-month,0
15635125,2,Month-to-month,1
15635141,8,Two year,0
15635143,2,Month-to-month,1
15635177,3,One year,1
15635197,5,One year,1
15635240,1,Month-to-month,0
15635244,6,One year,1
15635256,7,Two year,1
15635277,7,Two year,0
15635285,8,Two year,1
15635364,9,Two year,1
15635367,2,Month-to-month,0
15635388,6,One year,0
15635396,9,Two year,0
15635435,9,Two year,0
15635459,3,One year,0
15635500,2,Month-to-month,1
15635502,2,Month-to-month,0
15635531,8,Two year,0
15635597,8,Two year,1
15635598,6,One year,0
15635660,9,Two year,0
15635703,1,Month-to-month,1
15635728,4,One year,0
15635752,4,One year,1
15635775,3,One year,0
15635776,5,One year,1
15635870,5,One year,1
15635893,8,Two year,1
15635905,6,One year,1
15635939,9,Two year,0
15635942,9,Two year,0
15635964,4,One year,0
15635972,8,Two year,0
15636016,3,One year,1
15636023,10,Two year,1
15636024,4,One year,1
15636061,4,One year,1
15636069,7,Two year,0
15636089,1,Month-to-month,0
15636105,2,Month-to-month,1
15636238,1,Month-to-month,1
15636330,1,Month-to-month,0
15636353,4,One year,0
15636388,7,Two year,0
15636395,5,One year,0
15636396,7,Two year,1
15636407,5,One year,0
15636423,7,Two year,1
15636428,1,Month-to-month,0
15636444,5,One year,1
15636454,6,One year,0
15636478,7,Two year,1
15636520,1,Month-to-month,0
15636521,1,Month-to-month,1
15636541,5,One year,1
15636548,7,Two year,0
15636551,3,One year,0
15636562,8,Two year,0
15636572,7,Two year,1
15636589,7,Two year,1
15636590,1,Month-to-month,1
15636592,0,Month-to-month,1
15636595,3,One year,1
15636624,5,One year,0
15636626,3,One year,1
15636634,7,Two year,0
15636658,2,Month-to-month,1
15636673,1,Month-to-month,1
15636684,10,Two year,1
15636700,9,Two year,1
15636731,1,Month-to-month,1
15636736,7,Two year,1
15636756,2,Month-to-month,0
15636767,10,Two year,1
15636812,9,Two year,0
15636820,8,Two year,0
15636860,4,One year,0
15636872,8,Two year,0
15636912,3,One year,0
15636935,1,Month-to-month,1
15636977,9,Two year,0
15636982,7,Two year,1
15636999,8,Two year,1
15637110,10,Two year,0
15637118,4,One year,0
15637131,9,Two year,0
15637138,1,Month-to-month,0
15637169,4,One year,1
15637178,7,Two year,1
15637235,8,Two year,0
15637240,4,One year,0
15637315,3,One year,0
15637324,7,Two year,1
15637354,7,Two year,1
15637366,5,One year,1
15637411,1,Month-to-month,1
15637414,7,Two year,1
15637427,6,One year,1
15637428,7,Two year,0
15637461,7,Two year,0
15637476,5,One year,0
15637522,0,Month-to-month,1
15637593,6,One year,0
15637599,4,One year,0
15637644,4,One year,1
15637646,10,Two year,0
15637650,9,Two year,1
15637678,5,One year,0
15637690,7,Two year,0
15637717,4,One year,1
15637753,2,Month-to-month,0
15637774,5,One year,0
15637788,3,One year,0
15637829,7,Two year,1
15637857,8,Two year,1
15637876,6,One year,0
15637891,4,One year,1
15637947,1,Month-to-month,1
15637954,0,Month-to-month,1
15637977,8,Two year,0
15637979,2,Month-to-month,0
15637993,9,Two year,1
15638003,1,Month-to-month,1
15638028,4,One year,1
15638047,9,Two year,0
15638068,7,Two year,0
15638149,6,One year,0
15638159,6,One year,0
15638231,2,Month-to-month,1
15638247,9,Two year,0
15638257,0,Month-to-month,1
15638269,2,Month-to-month,1
15638272,4,One year,1
15638329,1,Month-to-month,1
15638355,5,One year,0
15638424,5,One year,1
15638463,8,Two year,1
15638487,2,Month-to-month,1
15638494,10,Two year,1
15638513,7,Two year,0
15638607,2,Month-to-month,0
15638610,5,One year,0
15638621,1,Month-to-month,0
15638646,1,Month-to-month,1
15638730,0,Month-to-month,1
15638751,5,One year,0
15638774,9,Two year,0
15638788,8,Two year,1
15638803,5,One year,0
15638806,2,Month-to-month,0
15638871,6,One year,1
15638882,9,Two year,0
15638963,4,One year,1
15638983,5,One year,0
15638988,6,One year,1
15638989,5,One year,0
15639004,2,Month-to-month,1
15639049,7,Two year,1
15639077,2,Month-to-month,0
15639117,6,One year,0
15639133,4,One year,0
15639217,6,One year,0
15639252,6,One year,1
15639265,7,Two year,0
15639277,9,Two year,0
15639278,6,One year,1
15639303,5,One year,1
15639314,2,Month-to-month,1
15639322,4,One year,0
15639357,9,Two year,0
15639368,0,Month-to-month,0
15639415,3,One year,0
15639530,2,Month-to-month,1
15639549,4,One year,0
15639552,8,Two year,0
15639576,9,Two year,0
15639590,3,One year,0
15639662,2,Month-to-month,0
15639665,0,Month-to-month,1
15639669,9,Two year,1
15639788,10,Two year,0
15639882,2,Month-to-month,0
15639946,8,Two year,0
15640034,2,Month-to-month,0
15640059,5,One year,1
15640074,5,One year,0
15640078,5,One year,0
15640106,7,Two year,0
15640133,0,Month-to-month,0
15640161,5,One year,0
15640258,6,One year,1
15640260,8,Two year,1
15640266,5,One year,1
15640268,4,One year,1
15640280,4,One year,1
15640377,0,Month-to-month,0
15640407,0,Month-to-month,1
15640409,0,Month-to-month,1
15640418,4,One year,0
15640421,7,Two year,1
15640442,4,One year,0
15640454,0,Month-to-month,0
15640464,5,One year,1
15640491,10,Two year,0
15640507,3,One year,1
15640521,3,One year,0
15640580,9,Two year,0
15640627,4,One year,0
15640635,8,Two year,1
15640648,6,One year,1
15640667,4,One year,0
15640686,5,One year,0
15640769,8,Two year,1
15640789,4,One year,0
15640825,3,One year,1
15640846,3,One year,0
15640852,5,One year,0
15640855,5,One year,0
15640865,9,Two year,1
15640866,3,One year,1
15640905,1,Month-to-month,1
15640917,5,One year,1
15640922,7,Two year,1
15640953,2,Month-to-month,1
15641004,10,Two year,1
15641007,4,One year,1
15641009,3,One year,0
15641043,7,Two year,1
15641091,5,One year,0
15641110,0,Month-to-month,0
15641114,8,Two year,1
15641122,2,Month-to-month,0
15641136,2,Month-to-month,1
15641158,3,One year,0
15641170,4,One year,0
15641175,3,One year,0
15641183,8,Two year,0
15641250,9,Two year,0
15641285,3,One year,1
15641298,9,Two year,0
15641312,6,One year,1
15641319,4,One year,0
15641359,6,One year,0
15641366,1,Month-to-month,1
15641389,4,One year,0
15641411,1,Month-to-month,1
15641413,7,Two year,0
15641416,9,Two year,1
15641474,9,Two year,0
15641480,5,One year,0
15641490,8,Two year,0
15641575,2,Month-to-month,0
15641582,10,Two year,1
15641585,6,One year,1
15641595,4,One year,0
15641604,10,Two year,0
15641629,1,Month-to-month,1
15641640,7,Two year,0
15641655,2,Month-to-month,0
15641662,5,One year,0
15641675,2,Month-to-month,0
15641688,7,Two year,1
15641690,7,Two year,1
15641715,8,Two year,1
15641732,3,One year,0
15641733,5,One year,0
15641773,2,Month-to-month,1
15641782,7,Two year,1
15641794,5,One year,1
15641822,1,Month-to-month,1
15641835,3,One year,1
15641850,0,Month-to-month,0
15641860,6,One year,0
15641877,9,Two year,1
15641934,9,Two year,0
15641994,1,Month-to-month,0
15642001,9,Two year,0
15642002,6,One year,0
15642004,1,Month-to-month,1
15642022,8,Two year,0
15642041,1,Month-to-month,0
15642063,6,One year,0
15642093,7,Two year,0
15642098,0,Month-to-month,0
15642099,6,One year,0
15642137,5,One year,0
15642160,5,One year,0
15642162,1,Month-to-month,0
15642202,5,One year,1
15642248,8,Two year,1
15642291,8,Two year,1
15642336,9,Two year,0
15642345,4,One year,0
15642391,4,One year,0
15642394,5,One year,1
15642448,8,Two year,1
15642468,9,Two year,0
15642515,1,Month-to-month,1
15642530,10,Two year,0
15642544,5,One year,1
15642570,8,Two year,0
15642579,1,Month-to-month,1
15642619,2,Month-to-month,0
15642636,9,Two year,1
15642655,1,Month-to-month,0
15642709,9,Two year,0
15642710,7,Two year,0
15642725,10,Two year,1
15642726,3,One year,0
15642785,5,One year,0
15642787,1,Month-to-month,0
15642816,7,Two year,1
15642821,8,Two year,0
15642824,8,Two year,1
15642833,8,Two year,0
15642870,9,Two year,1
15642885,8,Two year,0
15642912,2,Month-to-month,0
15642934,4,One year,0
15642937,7,Two year,0
15642991,7,Two year,0
15642996,9,Two year,0
15642997,2,Month-to-month,1
15643024,4,One year,1
15643042,2,Month-to-month,0
15643048,0,Month-to-month,1
15643056,1,Month-to-month,1
15643121,5,One year,0
15643158,9,Two year,0
15643188,7,Two year,0
15643215,2,Month-to-month,0
15643229,6,One year,1
15643294,8,Two year,1
15643330,2,Month-to-month,1
15643359,7,Two year,1
15643361,8,Two year,1
15643378,1,Month-to-month,1
15643392,4,One year,1
15643426,8,Two year,0
15643438,7,Two year,0
15643439,10,Two year,1
15643487,10,Two year,0
15643496,5,One year,0
15643523,10,Two year,0
15643574,8,Two year,0
15643575,1,Month-to-month,0
15643630,9,Two year,0
15643635,5,One year,0
15643658,2,Month-to-month,0
15643671,5,One year,0
15643679,2,Month-to-month,1
15643696,3,One year,1
15643752,5,One year,0
15643770,5,One year,0
15643794,2,Month-to-month,1
15643819,4,One year,0
15643824,0,Month-to-month,1
15643826,4,One year,1
15643828,7,Two year,1
15643865,3,One year,1
15643903,1,Month-to-month,0
15643908,10,Two year,1
15643916,8,Two year,1
15643966,3,One year,1
15643967,4,One year,1
15644005,9,Two year,1
15644103,2,Month-to-month,1
15644119,3,One year,1
15644132,9,Two year,1
15644174,4,One year,1
15644179,3,One year,0
15644200,1,Month-to-month,0
15644212,0,Month-to-month,0
15644280,4,One year,0
15644295,2,Month-to-month,1
15644296,8,Two year,0
15644297,5,One year,1
15644356,10,Two year,0
15644361,1,Month-to-month,0
15644400,9,Two year,0
15644446,6,One year,1
15644453,4,One year,0
15644501,10,Two year,1
15644551,3,One year,0
15644572,4,One year,1
15644621,9,Two year,0
15644686,9,Two year,1
15644692,8,Two year,1
15644699,0,Month-to-month,0
15644724,4,One year,1
15644753,3,One year,1
15644765,4,One year,1
15644788,5,One year,0
15644796,8,Two year,1
15644833,2,Month-to-month,0
15644849,2,Month-to-month,1
15644856,2,Month-to-month,0
15644878,6,One year,0
15644882,10,Two year,0
15644896,3,One year,1
15644934,9,Two year,0
15644962,4,One year,1
15644977,5,One year,0
15644994,4,One year,1
15645029,5,One year,0
15645045,9,Two year,1
15645059,8,Two year,0
15645095,3,One year,0
15645103,5,One year,0
15645136,1,Month-to-month,0
15645184,2,Month-to-month,0
15645200,2,Month-to-month,0
15645248,0,Month-to-month,1
15645269,4,One year,0
15645271,8,Two year,0
15645316,1,Month-to-month,1
15645323,2,Month-to-month,1
15645353,1,Month-to-month,0
15645355,3,One year,1
15645371,7,Two year,1
15645404,4,One year,0
15645463,5,One year,1
15645496,7,Two year,0
15645511,2,Month-to-month,1
15645517,2,Month-to-month,1
15645543,3,One year,1
15645544,5,One year,0
15645569,7,Two year,1
15645571,4,One year,1
15645572,6,One year,0
15645593,2,Month-to-month,0
15645600,8,Two year,1
15645621,3,One year,1
15645637,6,One year,1
